"id.layer_local_c","dataset.code_ascii_txt","id.layer_uuid_txt","acidity_usda.a795_cmolc.kg","aggstb_usda.a1_w.pct","al.dith_usda.a65_w.pct","al.ext_aquaregia_g.kg","al.ext_usda.a1056_mg.kg","al.ext_usda.a69_cmolc.kg","al.ox_usda.a59_w.pct","awc.33.1500kPa_usda.c80_w.frac","b.ext_mel3_mg.kg","bd_usda.a4_g.cm3","c.tot_usda.a622_w.pct","ca.ext_aquaregia_mg.kg","ca.ext_usda.a1059_mg.kg","ca.ext_usda.a722_cmolc.kg","caco3_usda.a54_w.pct","cec_usda.a723_cmolc.kg","cf_usda.c236_w.pct","clay.tot_usda.a334_w.pct","cu.ext_usda.a1063_mg.kg","ec_usda.a364_ds.m","efferv_usda.a479_class","fe.dith_usda.a66_w.pct","fe.ext_aquaregia_g.kg","fe.ext_usda.a1064_mg.kg","fe.ox_usda.a60_w.pct","k.ext_aquaregia_mg.kg","k.ext_usda.a1065_mg.kg","k.ext_usda.a725_cmolc.kg","mg.ext_aquaregia_mg.kg","mg.ext_usda.a1066_mg.kg","mg.ext_usda.a724_cmolc.kg","mn.ext_aquaregia_mg.kg","mn.ext_usda.a1067_mg.kg","mn.ext_usda.a70_mg.kg","n.tot_usda.a623_w.pct","na.ext_aquaregia_mg.kg","na.ext_usda.a1068_mg.kg","na.ext_usda.a726_cmolc.kg","oc_usda.c729_w.pct","p.ext_aquaregia_mg.kg","p.ext_usda.a1070_mg.kg","p.ext_usda.a270_mg.kg","p.ext_usda.a274_mg.kg","ph.cacl2_usda.a481_index","ph.h2o_usda.a268_index","s.ext_mel3_mg.kg","s.tot_usda.a624_w.pct","sand.tot_usda.c60_w.pct","silt.tot_usda.c62_w.pct","wr.10kPa_usda.a414_w.pct","wr.1500kPa_usda.a417_w.pct","wr.33kPa_usda.a415_w.pct","zn.ext_usda.a1073_mg.kg","p.ext_usda.a652_mg.kg"
"49677","KSSL.SSL","cf2cc68f7b3de12b50b89cfb5e3d8077",8.80442,NA,0.32953,NA,1174.81639,0.80318,NA,NA,NA,NA,1.10454,NA,78.72283,0.15704,NA,4.31315,5,23.42906,1.19308,NA,"none",2.51687,NA,64.84068,NA,NA,74.5875,0.1963,NA,8.05832,0.07852,NA,125.84935,2.84101,0.06979,NA,4.35776,0,1.1,NA,6.24849,NA,NA,4.44,5.04,NA,0.00101,52.5,24.1,NA,9.84204,NA,0.68754,NA
"49581","KSSL.SSL","cf3aac9126467ae3822c7cb4a78e8b5f",6.48795,NA,0.39848,NA,928.23184,1.92738,NA,NA,NA,NA,0.06689,NA,53.66187,0,NA,4.46935,3,25.32109,0.05063,NA,"none",4.15703,NA,15.1193,NA,NA,17.68138,0.05709,NA,4.1216,0,NA,0.53672,0.01099,0.03547,NA,5.54948,0.05709,0.07,NA,0.29368,NA,NA,4.42,5.29,NA,0.02736,45.1,29.6,NA,14.91396,NA,0.1519,NA
"183613","KSSL.SSL","cffdf1f6431e59b99bc2ae30c83d9580",3.00705,NA,0.08619,NA,735.03212,NA,0.07617,0.29348,NA,1.15601,0.27347,NA,1893.08256,11.18182,0.09553,14.8609,0.19201,9.01329,3.07388,0.10304,"none",1.0268,NA,105.67849,0.19688,NA,206.70052,0.62744,NA,554.08928,4.79541,NA,52.61099,NA,0.08103,NA,15.13606,0,0.258,NA,30.80979,NA,NA,7.19,7.88,NA,0,24.8,66.2,NA,7.40959,32.74498,0.30434,NA
"183603","KSSL.SSL","d055a864ea246e6a4e86ea26a256a638",4.20238,62,0.07684,NA,559.9225,NA,0.06991,NA,NA,NA,2.15563,NA,2110.6995,13.19567,NA,16.3249,0,10.61192,2.51694,0.18992,"none",0.92778,NA,134.48936,0.23541,NA,520.00529,1.47352,NA,392.40972,3.25493,NA,63.97468,NA,0.23277,NA,5.50896,0,2.16,NA,63.39851,NA,NA,6.61,7.1,NA,0,19.8,69.6,NA,9.76557,NA,2.42596,NA
"50038","KSSL.SSL","d0e9721bc84ddf022418675ec08f130a",1.70552,NA,0,NA,54.162,NA,0.01594,0.09702,NA,0.99389,0.82959,NA,404.94152,1.66149,0.18519,6.21555,27,25.01594,0.88991,0.269,"none",0.44571,NA,110.42093,0.13443,NA,11.03698,0.02374,NA,1236.20296,7.02572,NA,117.49932,NA,0.03474,NA,3.52897,0.04747,0.8072,NA,2.02532,NA,NA,7.12,7.32,NA,0.01022,52.6,22.4,41.35666,24.31507,34.08592,0.36824,NA
"183604","KSSL.SSL","d0fbd9b944f67785c45bb8a6e225dd65",4.068,31,0.08247,NA,634.4795,NA,0.06951,NA,NA,NA,0.98192,NA,2064.05777,12.29961,NA,16.00667,0.09225,13.38414,3.12422,0.105,"none",1.01607,NA,138.65874,0.25036,NA,330.40899,0.86119,NA,457.1775,3.64351,NA,32.54648,NA,0.12147,NA,8.04815,0,0.98,NA,37.12665,NA,NA,6.46,7.27,NA,0,18.3,68.3,NA,8.1899,NA,0.46509,NA
"197303","KSSL.SSL","d0ff542f1c098f3b895fda838747e135",64.70921,NA,2.43625,NA,3795.60903,NA,6.35954,NA,NA,NA,7.87105,NA,88.90781,0.42648,NA,24.72269,67,7.79764,0.26553,NA,"none",1.1268,NA,49.74235,0.7244,NA,62.6758,0.18215,NA,7.76671,0.07816,NA,5.29951,NA,0.58591,NA,34.98339,0.10326,7.87,NA,0,NA,NA,5.16,5.6,NA,0.07186,40.9,51.3,NA,31.03848,NA,0.69701,NA
"50022","KSSL.SSL","d1840b4d8d556395b91417f4734e8ca5",4.54262,NA,0.13367,NA,412.42608,NA,0.09896,0.0575,NA,1.24603,1.02785,NA,697.79565,3.37454,NA,19.21034,47,26.09484,1.21819,0.103,"none",2.92409,NA,123.44358,0.37473,NA,93.42605,0.2185,NA,2018.51491,15.97444,NA,141.40412,NA,0.05838,NA,9.49566,0,1.03,NA,1.53055,NA,NA,6.59,7.31,NA,0,42.1,31.8,23.2902,17.89668,22.53472,0.91625,NA
"197153","KSSL.SSL","d1cadfe88a0d0e0b32f6c4ab1f4913cb",42.58697,NA,1.19387,NA,3658.43289,15.79854,0.76299,0.07866,NA,1.1411,1.30913,NA,981.7636,4.67171,NA,37.31226,9,65.09953,1.2216,NA,"none",6.17411,NA,78.38758,0.4955,NA,98.4196,0.28308,NA,142.88355,1.17669,NA,115.69492,80.3641,0.16229,NA,14.54024,0.06018,1.31,NA,0,NA,NA,4.24,4.99,NA,0.03029,12.6,22.3,NA,31.32889,38.17386,0.9189,NA
"49645","KSSL.SSL","d1f94b7b45c5e76b0609ba96ea8c7fcb",6.23941,NA,0.13323,NA,856.81542,1.84123,NA,NA,NA,NA,0.04868,NA,57.16356,0,NA,5.13616,3,27.24333,0.21265,NA,"none",3.05659,NA,14.12634,NA,NA,47.73588,0.18257,NA,84.74789,0.66941,NA,3.90879,0.12837,0,NA,6.60242,0,0.05,NA,1.08353,NA,NA,4.44,5.64,NA,0,39.1,33.7,NA,15.78947,NA,0.12152,NA
"193726","KSSL.SSL","d20a3c5efdeffa66bbed68458d4b781d",2.15951,4,0.07557,NA,1006.70304,NA,0.08419,0.3472,NA,1.12315,0.34443,NA,1612.47841,9.43888,NA,12.48267,0,5.39015,3.57596,0.07909,"none",0.72796,NA,130.12738,0.07664,NA,742.65958,2.00402,NA,343.35273,2.46464,NA,49.8912,NA,0.07091,NA,22.27629,0.04342,0.34,NA,22.59539,NA,NA,6.38,7.2,NA,0,23.2,71.4,NA,7.52475,38.47016,0.76483,NA
"49579","KSSL.SSL","d32ba7c06b36d56f73907992ac8ff9dd",8.11757,NA,0.49805,NA,1034.43992,0.86809,NA,NA,NA,NA,0.08329,NA,214.1235,0.40119,NA,5.48054,0.47152,51.21162,0,NA,"none",5.68963,NA,14.77134,NA,NA,25.88027,0.0472,NA,39.58637,0.0708,NA,0.81161,0.01122,0.0518,NA,5.17403,0,0.08,NA,0.30435,NA,NA,4.59,5.32,NA,0.04672,29.8,19,NA,21.26514,NA,0.16232,NA
"49578","KSSL.SSL","d3e154788b9bb0804d15e8f081530388",7.89446,NA,0.52426,NA,995.50934,0.14938,NA,NA,NA,NA,0.14926,NA,313.54305,1.45726,NA,5.19148,3,43.51488,0.02031,NA,"none",6.53932,NA,15.56546,NA,NA,15.72792,0.12144,NA,87.74738,0.60719,NA,1.35043,0.02185,0,NA,5.81801,0,0.15,NA,0.48737,NA,NA,4.94,5.49,NA,0.04163,37.3,19.2,NA,22.91297,NA,0.18276,NA
"50007","KSSL.SSL","d3f04ba26c30ed1d58262637b5a07123",2.5228,NA,0.09884,NA,351.49525,NA,0.06269,0.19176,NA,1.40742,0.07899,NA,2045.05993,11.83513,0.02456,18.06189,0.08096,29.09177,2.03445,0.981,"none",1.28335,NA,69.63115,0.20425,NA,77.43018,0.21694,NA,1033.4434,9.9068,NA,64.63823,NA,0.02598,NA,528.65922,3.01302,0.0776,NA,13.65903,NA,NA,7,7.28,NA,0,19.6,51.3,28.3379,13.23077,26.758,0.70581,NA
"49602","KSSL.SSL","d490f5351007779667a247cbc730950c",6.95541,NA,0.42902,NA,950.24027,1.00377,NA,NA,NA,NA,0.05676,NA,29.5348,0,NA,4.67167,0,25.79838,0.67884,NA,"none",6.09821,NA,32.26031,NA,NA,18.10589,0.11831,NA,23.65823,0.19719,NA,45.64469,0.9982,0.06386,NA,5.603,0.03944,0.06,NA,0.18238,NA,NA,4.65,5.55,NA,0.01926,49,25.2,NA,15.34392,NA,0.45594,NA
"50012","KSSL.SSL","d66170fba03fdac56f357341ad317921",6.22372,NA,0.29492,NA,482.89199,NA,0.12841,0.10582,NA,1.4257,0.52742,NA,4080.54402,24.10264,NA,24.93752,29,34.33037,2.31174,0.033,"none",2.72393,NA,50.41893,0.18052,NA,105.61824,0.23911,NA,767.03717,7.48425,NA,47.85614,NA,0.05662,NA,31.37062,0,0.53,NA,1.55859,NA,NA,6.14,7.06,NA,0,21.9,43.8,23.20698,13.87435,21.31805,0.72176,NA
"49499","KSSL.SSL","d6692751c18eeedbb48ddd145beee8fb",12.36699,NA,0.96064,NA,1042.81255,2.0951,0.15127,0.03256,NA,1.47832,0.36314,NA,97.17438,0,NA,4.72279,0.09119,73.50399,0.28665,NA,"none",9.23662,NA,15.05937,0.06072,NA,216.28773,0.55981,NA,45.73093,0.37321,NA,227.33399,5.57644,0.07263,NA,12.39762,0,0.36,NA,0,NA,NA,4.14,4.38,NA,0.08388,20.7,5.8,NA,22.96037,25.21019,0.27641,NA
"104778","KSSL.SSL","d74c9540ddd3a213e50de7dcdae1fe15",6.37053,NA,0.09573,NA,797.38725,1.17835,0.07849,NA,NA,NA,1.10178,NA,11.84019,0.04823,0.26041,2.54554,0.14514,2.12069,0.04024,NA,"very slight",0.04654,NA,235.12391,0.07488,NA,1.92139,0,NA,4.72803,0.02412,NA,0.02012,0,0.06227,NA,7.91693,0,1.0688,NA,3.09837,NA,1.50603,4.28,4.82,NA,0,79.9,18,NA,3.71415,NA,0.36215,NA
"49476","KSSL.SSL","d7f3a2493e21ed33aa2f1212d7eccead",NA,NA,0.24865,NA,93.2257,NA,0.12231,0.10488,NA,1.5241,0.95566,NA,6162.80447,41.16414,2.48531,24.81308,2,40.00457,8.95636,0.312,"slight",2.94025,NA,86.81185,0.40822,NA,221.1573,0.59426,NA,1168.47058,10.14818,NA,79.14244,NA,0.08583,NA,544.2037,2.46848,0.6612,NA,0.2825,NA,NA,7.92,8.32,NA,0.00419,27.1,32.9,NA,16.79654,23.70153,4.75022,NA
"49597","KSSL.SSL","d813f8a3fc8fdb87a165434448e6531f",7.39226,NA,0.30138,NA,906.97984,NA,NA,NA,NA,NA,1.43667,NA,497.67747,2.43042,NA,7.1078,8,34.07208,1.21617,NA,"none",3.69486,NA,66.46375,NA,NA,33.33322,0.17784,NA,161.44671,1.24485,NA,46.74151,NA,0.11558,NA,6.19234,0.05928,1.44,NA,3.83094,NA,NA,5.39,5.9,NA,0,47,18.9,NA,13.41808,NA,0.85132,NA
"49599","KSSL.SSL","da9e2034c27b01ac7ab91c356c6ffd48",5.87254,NA,0.3654,NA,1010.8614,NA,NA,NA,NA,NA,0.10149,NA,196.03172,1.1075,NA,3.72109,0.30355,35.85087,0.42558,NA,"none",5.50168,NA,25.383,NA,NA,20.86371,0.09085,NA,79.21927,0.7498,NA,12.22032,NA,0,NA,7.78209,0.0612,0.1,NA,0.15199,NA,NA,5.12,5.68,NA,0.02537,47.1,17,NA,18.67572,NA,0.19253,NA
"68355","KSSL.SSL","dadeadfc01755b127fa75b3fab354edb",NA,NA,0.03046,NA,49.90521,NA,0.05711,0.10496,NA,1.6391,1.93447,NA,12529.35485,64.77556,15.07853,17.75479,6,32.35732,2.77707,0.173,"violent",0.69069,NA,34.1241,0.03952,NA,192.89851,0.53041,NA,264.81531,2.31208,NA,95.82416,NA,0.0164,NA,20.62817,0,0.1204,NA,6.24071,0.06146,NA,7.55,7.99,NA,0,31.5,36.1,NA,14.81481,21.15016,2.38766,NA
"36970","KSSL.SSL","db2f66bef5cc8001ec1b02a0becd7552",NA,NA,0,NA,2.64525,NA,NA,0.32768,NA,1.28454,0.79383,NA,25766.5938,274.42544,5.77796,0.88073,0,12.29093,0.36407,2.645,"strong",0,NA,3.56333,NA,NA,28.22648,0.14202,NA,157.39174,0.87572,NA,2.37907,NA,0,NA,332.50688,1.33735,0.0928,NA,17.60418,NA,NA,8.08,8.18,NA,17.36161,13.9,85.1,NA,3.94795,26.10795,1.50225,NA
"36276","KSSL.SSL","dbc54bb4c31825972dfc0ce60f40ad11",NA,NA,0.05939,NA,114.85755,NA,NA,0.11218,NA,1.41616,2.01434,NA,19351.07547,146.67534,14.33674,22.22755,71,39.27139,1.00764,2.5,"violent",0.38376,NA,23.91969,NA,NA,369.63313,0.87962,NA,465.50333,3.97208,NA,52.79722,NA,0.08311,NA,127.02745,0.32556,0.2524,NA,28.49777,NA,NA,7.72,7.82,NA,1.9764,27,34.6,NA,11.40361,19.35816,0.76879,NA
"49569","KSSL.SSL","dcccdcebbd4803779c89d1432de197a3",19.12906,99,0.26408,NA,906.32422,1.13424,NA,0.11718,NA,1.25739,3.69582,NA,354.5588,2.23579,NA,12.3863,22,12.59834,0.56978,NA,"none",1.57479,NA,194.88677,NA,NA,105.86806,0.30276,NA,96.41574,0.885,NA,24.6025,1.44617,0.22615,NA,7.76332,0.02329,3.7,NA,7.6107,NA,NA,4.45,5.07,NA,0.02954,61.9,25.5,NA,10.56466,19.94277,1.32271,NA
"50000","KSSL.SSL","dcf2d8611357fa9153bd3b4829455e23",7.96098,NA,0.04688,NA,416.58266,NA,0.05222,0.1696,NA,1.59945,1.73626,NA,802.39967,4.1618,NA,8.63954,0.31593,11.97544,1.84432,0.049,"none",0.74544,NA,334.13559,0.39093,NA,97.16107,0.2616,NA,178.1793,1.4269,NA,83.26789,NA,0.17748,NA,15.87937,0,1.74,NA,9.01891,NA,NA,4.86,5.8,NA,0.00101,33.8,54.2,17.68636,6.09137,16.66548,2.65501,NA
"70550","KSSL.SSL","dd843d682b6f2fefbb99d39a6814f5ea",11.4773,NA,0.13742,NA,1040.15289,0.26924,0.14457,0.11544,NA,1.48479,1.36265,NA,2680.70254,15.1333,NA,25.06271,0,35.85204,2.63985,0.064,"none",0.82331,NA,293.45494,0.24839,NA,291.23624,0.8891,NA,667.3586,6.0801,NA,91.56279,4.6218,0.12752,NA,18.63304,0,1.36,NA,22.4336,12.78839,9.13411,4.68,5.48,NA,0.01234,3.1,61,NA,18.23838,26.00868,1.97218,NA
"68343","KSSL.SSL","dfd4c5d41c0425505032d4acf47695e8",2.42877,NA,0.05703,NA,485.3587,NA,0.06624,0.1526,NA,1.3971,0.80217,NA,2958.25792,19.07521,3.02525,18.7403,0.0447,22.64697,3.1324,0.215,"very slight",0.89711,NA,151.29712,0.20177,NA,257.23581,0.58239,NA,895.91848,10.36781,NA,296.07352,NA,0.06966,NA,26.99394,0,0.4364,NA,14.26984,2.88225,NA,7.33,7.89,NA,0,2.6,74.8,NA,12.23709,23.11846,2.67176,NA
"193721","KSSL.SSL","e012b4d24e19416e59621a54bb751a21",6.75736,29,0.09601,NA,900.35206,0.01761,0.06813,0.26784,NA,1.08183,1.85107,NA,839.95002,4.99196,NA,11.99613,0.03426,7.44508,1.59094,0.58212,"none",0.72753,NA,325.58924,0.16608,NA,1699.60767,4.41348,NA,263.26319,2.05841,NA,86.29536,12.43023,0.21242,NA,18.75178,0.02176,1.85,NA,109.81498,NA,NA,5.01,5.36,NA,0.00506,29.5,63.1,NA,9.15043,33.9672,3.02987,NA
"50044","KSSL.SSL","e05d8a3ee136e114b9cd5d79bd46825d",NA,NA,0.01371,NA,82.29815,NA,0.02768,0.0672,NA,1.20172,0.2049,NA,168.88024,0.87237,0.61737,0.23758,26,15.40805,0.05076,0.451,"none",1.09348,NA,1587.82547,0.44843,NA,1.94909,0,NA,5608.59834,66.4839,NA,25.1757,NA,0.00101,NA,0.27409,0,0.1256,NA,2.06075,NA,NA,8.34,8.37,NA,0,63,21.6,25.09671,16.42336,22.03042,2.59878,NA
"188600","KSSL.SSL","e12b38bc0a846b3bebf803e759c93c6a",4.75006,NA,0.03371,NA,318.65517,NA,0.03921,NA,NA,NA,0.22101,NA,212.77218,1.15065,NA,2.93593,0,0,0.34211,0.07808,"none",0.3272,NA,438.132,0.21409,NA,14.45917,0.05782,NA,129.17664,0.81869,NA,31.0515,NA,0.04018,NA,31.80615,0.118,0.22,NA,23.98794,NA,NA,5.09,5.88,NA,0.01206,98.3,1.7,NA,1.05642,NA,1.04645,NA
"49623","KSSL.SSL","e1be1aaae542c59eb822b4e72ccdf2a4",9.91765,NA,0.59083,NA,1011.65305,1.38104,NA,NA,NA,NA,0.09201,NA,62.04773,0,NA,6.33426,1,66.22387,0.57272,NA,"none",11.71639,NA,18.39853,NA,NA,71.83505,0.33733,NA,63.68406,0.44977,NA,1.16589,0.04464,0.03067,NA,7.8544,0.05622,0.09,NA,0.34772,NA,NA,4.52,5.71,NA,0.01329,16.3,17.5,NA,24.58746,NA,0.14318,NA
"70557","KSSL.SSL","e24a568c61de1232713633ed6edd860a",NA,NA,0.09364,NA,675.9507,NA,0.09391,0.04104,NA,1.52136,0.20458,NA,4004.98444,21.95728,0.25964,27.37082,20,39.16057,1.67866,0.117,"very slight",0.83749,NA,68.46279,0.10651,NA,239.66483,0.76597,NA,917.79888,8.15333,NA,80.32322,NA,0.02066,NA,115.72886,0.13228,0.1688,NA,17.74286,11.0509,9.71629,7.19,8,NA,0,27.7,33.1,NA,18.37556,21.11435,1.3326,NA
"68338","KSSL.SSL","e4147fc14ad4286f31438f311efdc25f",0.44948,NA,0.03367,NA,412.18113,NA,0.07032,0.21312,NA,1.48033,1.09299,NA,3930.81229,26.48093,2.93824,20.37199,1,22.41607,5.91604,0.438,"very slight",0.76636,NA,356.69914,0.25612,NA,292.19494,0.92116,NA,740.72036,9.09941,NA,234.68985,NA,0.131,NA,58.00576,0,0.7372,NA,62.90003,21.81173,NA,7.48,7.96,NA,0,4.9,72.7,NA,12.31441,26.70584,7.87783,NA
"50025","KSSL.SSL","e600b6bbedb4ac2ff1e3d9c5ba5f5795",2.3476,NA,0.05101,NA,259.06391,NA,0.04723,0.13923,NA,1.17292,0.25473,NA,179.3733,0.68502,NA,11.9534,66,22.93336,0.42164,0.045,"none",1.79505,NA,116.78495,0.17771,NA,28.31182,0.09449,NA,1423.53002,11.26747,NA,43.67609,NA,0.066,NA,4.6895,0,0.25,NA,0,NA,NA,6.7,7.5,NA,0,58.3,18.8,36.96508,21.5311,33.401,0.38051,NA
"49637","KSSL.SSL","e77b2ccf9564f0bdced240c708aa4dd7",7.54697,NA,0.45931,NA,946.17924,NA,NA,NA,NA,NA,0.30046,NA,505.1976,1.68358,NA,7.79656,2,48.01023,0.3269,NA,"none",5.35962,NA,25.55971,NA,NA,33.78336,0.27154,NA,159.73287,1.30341,NA,16.82528,NA,0.01431,NA,7.65157,0,0.3,NA,0.73553,NA,NA,5.38,5.94,NA,0.00613,30.1,21.9,NA,20.18244,NA,0.25539,NA
"49605","KSSL.SSL","e7eb8889dc76f61887a680b2fc2c8d69",13.15634,NA,0.45493,NA,1373.7343,1.48512,NA,NA,NA,NA,1.04065,NA,38.72121,0.11905,NA,6.59558,1,34.92076,0.25401,NA,"none",3.30592,NA,69.07027,NA,NA,46.8292,0.16667,NA,4.53153,0.07143,NA,151.21695,3.78316,0.0824,NA,5.25292,0.02381,1.04,NA,3.39357,NA,NA,4.42,4.94,NA,0.01424,39.4,25.7,NA,14.60317,NA,0.20321,NA
"36319","KSSL.SSL","e831d33359148aacd8f3181cd9afe5f1",NA,NA,0.00824,NA,0.63688,NA,NA,0.23958,NA,0.99441,0.38035,NA,13284.15018,311.38228,2.91905,1.62265,22,25.37006,0.16658,19.12,"strong",0.15544,NA,22.37718,NA,NA,61.98112,0.31746,NA,1825.63473,12.40335,NA,33.65002,NA,0.01598,NA,7348.56093,30.18076,0.0272,NA,17.67794,NA,NA,8.29,8.265,NA,13.79613,21.8,57.4,NA,5.18902,29.01827,0.50959,NA
"49635","KSSL.SSL","e8609dc399ae8f2f3a8f17b7d805cec8",11.0737,NA,0.18094,NA,799.34428,0.83721,NA,NA,NA,NA,2.36696,NA,355.40929,1.6886,NA,6.36723,1,31.07293,0.75957,NA,"none",1.46413,NA,117.3591,NA,NA,109.43928,0.74021,NA,113.96634,0.94839,NA,98.60271,5.50204,0.21555,NA,9.02373,0,2.37,NA,66.12336,NA,NA,4.25,4.39,NA,0.01822,47,21.9,NA,7.02576,NA,4.3954,NA
"49583","KSSL.SSL","e8816a7f1245349553cfea38c30e88b1",6.11044,NA,0.16251,NA,744.63252,0.31938,NA,NA,NA,NA,1.25709,NA,220.27096,1.19111,NA,3.89844,14,10.01974,0.67515,NA,"none",1.01355,NA,118.60511,NA,NA,61.8117,0.19852,NA,21.47387,0.23822,NA,21.19172,0.64575,0.09763,NA,5.1896,0.0397,1.26,NA,88.0318,NA,NA,4.5,4.88,NA,0.00805,72.1,17.9,NA,4.44994,NA,4.32299,NA
"104771","KSSL.SSL","e8c5686affa16ea75f4e1add8a5a6625",2.80969,NA,0.13877,NA,707.99416,1.0763,0.05497,NA,NA,NA,0.14548,NA,13.63859,0.13954,NA,1.74178,1,7.78594,0.21044,NA,"none",0.39678,NA,56.20783,0.02268,NA,0,0.02326,NA,3.67771,0,NA,0.01002,0,0.01405,NA,6.89445,0,0.15,NA,0.72151,NA,0.51971,4.3,5.04,NA,0,71.5,20.7,NA,3.25203,NA,0.70147,NA
"36310","KSSL.SSL","e8d5019913c94eaee279ff4481347546",NA,NA,0.02755,NA,2.82704,NA,NA,0.32332,NA,1.18462,0.60006,NA,14603.23563,321.84182,2.95528,1.7059,37,14.49775,0.1732,2.755,"strong",0.32769,NA,5.1622,NA,NA,74.39385,0.02298,NA,673.52732,3.33954,NA,3.44495,NA,0.0344,NA,299.09352,1.11907,0.326,NA,19.52374,NA,NA,8.2,8.32,NA,15.00607,45.4,40.7,NA,4.59046,32.33069,0.50996,NA
"104791","KSSL.SSL","e8dd7fe514d6c424164d5f6b09e3e66f",16.31849,NA,0.18246,NA,1023.46229,7.20184,0.10902,NA,NA,NA,0.05906,NA,50.88143,1.63661,NA,17.2498,24,44.8487,1.16265,NA,"none",4.10326,NA,61.37592,0.04811,NA,36.99077,0.18975,NA,66.84243,3.70016,NA,0.12238,0.0892,0.04786,NA,49.98394,0,0.06,NA,1.12186,NA,0.63053,3.78,4.61,NA,0,25.8,29.4,NA,18.97549,NA,6.73116,NA
"49611","KSSL.SSL","e940b3afc988e3f53e55a57d5ac384d7",11.36665,NA,0.30754,NA,1191.12317,1.02503,NA,NA,NA,NA,0.78702,NA,174.74922,0.89336,NA,6.27079,2,46.6286,0.2857,NA,"none",3.01936,NA,61.4163,NA,NA,55.02876,0.16243,NA,28.94801,0.20304,NA,311.74461,4.71458,0.09697,NA,5.93858,0.04061,0.79,NA,1.54076,NA,NA,4.59,5.22,NA,0.00919,36.1,17.3,NA,16.20915,NA,0.23469,NA
"183597","KSSL.SSL","eb3908d7694d9cb4bf9ab6ef87557b96",6.8964,27,0.06153,NA,579.2804,0,0.04931,0.3156,NA,1.19728,1.31159,NA,886.6372,5.25031,NA,10.92032,0,11.35332,1.78578,0.57377,"none",0.72015,NA,182.17025,0.16654,NA,813.26868,2.3477,NA,198.57525,1.7501,NA,75.99171,30.38765,0.14125,NA,12.71237,0,1.31,NA,55.68219,NA,NA,5.02,5.38,NA,0,16.2,72.4,NA,7.45236,33.83127,1.23088,NA
"104783","KSSL.SSL","eb76f4531280768b89503c1b9a943842",3.6992,NA,0.04874,NA,615.70358,1.30863,0.0345,NA,NA,NA,0.03611,NA,11.23825,0.09074,NA,2.34131,0,8.36233,0.09039,NA,"none",0.12689,NA,17.43486,0,NA,0.49211,0.04537,NA,12.26265,0.13611,NA,0,0,0.00301,NA,8.41614,0,0.04,NA,0.91392,NA,0.57463,4.11,5.04,NA,0,84.8,6.8,NA,4.29427,NA,0.36155,NA
"49671","KSSL.SSL","ed6f448da5643c4d8e4b4aea369cf01a",9.81265,NA,0.12525,NA,720.83303,1.82928,NA,NA,NA,NA,2.63991,NA,452.30029,2.3514,NA,6.5847,4,9.7521,0.90057,NA,"none",1.18031,NA,140.03409,NA,NA,139.81147,0.31961,NA,100.8035,0.79902,NA,52.65824,12.47608,0.25277,NA,5.77784,0,2.64,NA,22.89885,NA,NA,4.22,4.36,NA,0.0182,71.5,18.7,NA,9.54003,NA,4.85702,NA
"50004","KSSL.SSL","ee3463a53d49fcacef98434317a81db0",2.3422,NA,0.06962,NA,378.65644,NA,0.08367,0.06256,NA,1.84094,0.1331,NA,3034.93945,20.78826,0.64752,19.27484,0.09567,10.15454,0.77988,0.204,"very slight",0.89846,NA,45.63842,0.04767,NA,48.11323,0.14796,NA,1041.96811,10.35714,NA,56.18236,NA,0.02808,NA,233.15213,1.15901,0.052,NA,2.97393,NA,NA,7.75,7.86,NA,0,48,41.8,14.75935,10.95361,14.41243,0.43673,NA
"183623","KSSL.SSL","ee8310d5d254bbcb5cdb44d14667f040",7.6095,4,0.0808,NA,726.30786,0,0.05518,0.2548,NA,1.29984,1.39289,NA,1150.24703,6.71063,NA,13.05136,0.05432,12.16871,2.11707,0.08102,"none",0.89975,NA,252.45612,0.21356,NA,686.46653,1.72816,NA,254.44214,2.08725,NA,83.69502,51.79979,0.1514,NA,4.93984,0,1.39,NA,44.94247,NA,NA,5.02,5.95,NA,0,14.1,73.7,NA,7.62947,27.21545,1.30049,NA
"36304","KSSL.SSL","eead3de8fe54d65c34bfe57038ab175a",NA,NA,0.01602,NA,8.80074,NA,NA,0.17732,NA,1.23974,2.23998,NA,40120.8099,317.74798,16.9588,7.89635,30,40.54631,1.05103,3.035,"violent",0.22954,NA,14.96709,NA,NA,235.04751,0.63829,NA,575.55619,2.56529,NA,17.1894,NA,0,NA,316.57817,0.54055,0.2344,NA,37.51058,NA,NA,7.715,7.755,NA,8.10019,13.3,45.9,NA,6.89338,21.06172,1.44827,NA
"193722","KSSL.SSL","ef05de38dcfbcf0dcb49e9a7c87d9ec1",2.03637,3,0.07255,NA,886.23633,NA,0.07454,0.3475,NA,1.24931,0.2931,NA,1413.94109,8.03719,NA,11.22584,0,5.27345,3.66597,0.08089,"none",0.6685,NA,139.94946,0.09969,NA,1025.37866,2.66248,NA,363.6138,2.46537,NA,77.54682,NA,0.07075,NA,19.41191,0.04272,0.29,NA,89.46997,NA,NA,6.31,7.16,NA,0,34.3,60.4,NA,6.45258,34.3378,1.35009,NA
