FIPS,Year,SMOKING,POVERTY,PM25,NO2,SO2,LBC_RATE
1063,2005,26.4,33.9,12.91,1.24,0.064,74.03
1063,2006,25.9,33.2,12.71,1,0.058,73.5
1063,2007,26.1,31.3,12.21,0.76,0.051,71.87
1063,2008,25.6,30.3,8.36,0.67,0.039,71.96
1063,2009,25.4,28.4,8.35,0.93,0.041,70.05
1063,2010,25.1,31,10.02,0.43,0.039,70.19
1063,2011,26.7,35.1,10.01,0.45,0.034,70.4
1063,2012,26,30.17,12.6,1.01,0.033,70.95
1065,1998,27,25.4,17.45,1.48,0.095,80.25
1065,1999,27.8,23,15.22,1.03,0.088,80.3
1065,2000,27,21.7,15.08,1.49,0.077,81.75
1065,2001,27.3,24.6,14.91,1.83,0.069,81.9
1065,2002,28,22.6,15.13,1.07,0.066,81.65
1065,2003,28.6,20.8,14.21,1.19,0.066,81.9
1065,2004,28.6,22,12.86,0.84,0.061,81.21
1065,2005,27.9,30.4,12.88,1.43,0.073,80.95
1065,2006,27.1,24.9,12.97,0.96,0.067,79.15
1065,2007,26.8,24,12.35,0.82,0.061,78.5
1065,2008,25.6,26,8.49,0.73,0.047,78.58
1065,2009,25.7,26.6,8.78,0.83,0.047,77.4
1065,2010,24.7,24.8,10.23,0.45,0.043,77.67
1065,2011,26.7,28.5,10.07,0.68,0.038,78.15
1065,2012,26.1,24.88,12.67,1.03,0.036,77.81
1067,1998,27.1,17.3,15.81,0.88,0.02,77.53
1067,1999,26.5,16.9,15.42,0.71,0.019,78.49
1067,2000,26.1,16.3,13.95,0.78,0.015,77.55
1067,2001,26.6,17.1,12.8,0.95,0.014,79.34
1067,2002,26.5,16.3,12.88,0.77,0.014,78.33
1067,2003,26.5,16.3,12.13,1.18,0.014,77.6
1067,2004,26.8,17.1,12.97,0.63,0.014,75.93
1067,2005,25.7,17.6,13,0.68,0.015,76.03
1067,2006,25.3,17.8,11.95,0.62,0.015,75.32
1067,2007,25.3,17.9,12.4,0.61,0.015,73.91
1067,2008,25.1,18.6,8.61,0.49,0.013,73.83
1067,2009,24.5,18.7,8.99,0.42,0.009,73.16
1067,2010,23.8,18.1,9.9,0.6,0.007,71.78
1067,2011,24,18.7,9.06,0.49,0.006,71.45
1067,2012,23.4,17.59,11.93,0.68,0.004,71.17
1069,1998,27.4,16.2,17.73,0.97,0.026,77.27
1069,1999,27.1,15.8,16.28,1.09,0.024,77.9
1069,2000,26.6,15,14.43,0.81,0.016,77.84
1069,2001,26.8,16,12.94,1.05,0.015,77.31
1069,2002,26.4,15.4,12.72,1,0.013,76.96
1069,2003,26.5,15.3,12.4,1,0.014,75.21
1069,2004,27,15.8,13.2,0.75,0.015,74.7
1069,2005,26.4,14.9,13.23,0.83,0.015,74.09
1069,2006,25.6,16.3,11.9,0.69,0.015,72.3
1069,2007,24.5,15.7,12.64,0.66,0.015,71.01
1069,2008,24.5,15.1,8.92,0.57,0.014,70.19
1069,2009,24.3,17.7,8.97,0.57,0.009,69.92
1069,2010,24.5,17.9,9.56,0.49,0.007,68.77
1069,2011,25.5,17.5,9.15,0.44,0.005,67.42
1069,2012,24.8,16.24,12.21,0.75,0.004,67.42
1071,1998,31.5,14.4,18.13,1.96,0.091,90.96
1071,1999,31,14,15.52,1.82,0.098,91.51
1071,2000,31.5,13.3,15.08,2.05,0.102,92.24
1071,2001,32.4,14.9,15.36,1.86,0.089,94.05
1071,2002,31.8,14.9,15.96,2.07,0.089,94.7
1071,2003,32.2,14.4,15.82,1.47,0.094,93.88
1071,2004,32.7,15.3,12.88,1.76,0.084,92.27
1071,2005,31.6,18.8,12.86,1.51,0.091,92.61
1071,2006,31.2,15.5,13.56,1.25,0.092,93.04
1071,2007,31.3,17.6,11.62,1.47,0.092,92.47
1071,2008,29.5,16.9,8.5,1.02,0.066,92.12
1071,2009,27.5,16.4,8.52,0.89,0.033,91.3
1071,2010,28.4,19.9,10.05,0.69,0.024,89.51
1071,2011,28.8,17.9,10.91,0.76,0.019,90.73
1071,2012,28.1,16.04,12.93,1.43,0.014,91.85
1073,1998,25.8,14.1,18.4,3.12,0.246,80.63
1073,1999,25.5,13.7,14.71,3.02,0.222,80.31
1073,2000,25.5,12.8,15.02,3.46,0.206,78.03
1073,2001,25.8,13.6,16.48,3.49,0.182,77.93
1073,2002,25.9,13.9,15.39,2.62,0.181,77.47
1073,2003,26.3,14.5,15.64,2.32,0.188,77.77
1073,2004,26.1,15.4,13.71,2.13,0.19,74.47
1073,2005,25.7,15.7,13.74,2.7,0.208,74.48
1073,2006,25,14.3,13.85,1.65,0.21,73.08
1073,2007,24.5,15.1,11.82,1.77,0.215,70.69
1073,2008,23.5,13.8,8.99,1.47,0.171,69.66
1073,2009,23,16.5,8.99,2.06,0.134,67.93
1073,2010,23,18.6,11,1.18,0.086,66.36
1073,2011,22.7,18.7,10.72,1.25,0.08,66.8
1073,2012,22.1,15.29,13.22,2.24,0.049,64.29
1075,1998,28.8,17.3,18.57,1.75,0.084,87.39
1075,1999,28.8,16.5,15.09,1.37,0.071,87.66
1075,2000,28.9,16.1,15.96,1.34,0.061,89.36
1075,2001,28.3,17.2,15.07,1.48,0.051,89.38
1075,2002,28.7,16.6,16.26,1.25,0.048,89.67
1075,2003,28.5,16.1,14.26,0.99,0.05,88.04
1075,2004,29.1,16.8,13.14,1.06,0.051,86.77
1075,2005,28.3,17,13.11,1.06,0.057,87.4
1075,2006,28.7,18.4,12.07,0.63,0.057,87.12
1075,2007,28.2,18.5,11.97,0.84,0.053,86.36
1075,2008,28.4,18.2,8.03,0.73,0.034,85.09
1075,2009,27.2,18.2,8,0.87,0.026,83.97
1075,2010,26.6,21.5,9.98,0.6,0.019,83.52
1075,2011,26.8,22.1,9.42,0.66,0.015,83
1075,2012,26.1,18.2,12.66,1.02,0.01,83.62
1077,1998,26.6,13.5,19.02,2.07,0.097,79.19
1077,1999,27.4,13.1,14.36,1.96,0.091,78.49
1077,2000,26.3,12.7,15.7,1.97,0.088,79.49
1077,2001,25.8,14.7,13.92,1.89,0.077,79.3
1077,2002,26.6,15.1,15.64,1.81,0.066,79.65
1077,2003,26.7,15.6,14.58,1.68,0.072,79.81
1077,2004,26.1,16.2,12.97,1.35,0.053,77.27
1077,2005,26.1,18.5,12.95,1.3,0.057,77.33
1077,2006,26.2,17.1,12.09,1.39,0.058,77.54
1077,2007,26,18.1,11.03,1.08,0.05,76.01
1077,2008,24.3,17,8.24,1.02,0.044,75.96
1077,2009,24.1,14.5,8.06,0.78,0.026,75.98
1077,2010,23.8,17.6,9.72,0.6,0.03,74.79
1077,2011,23.7,16.4,9.94,0.61,0.025,75.78
1077,2012,23.1,16.02,12.48,1.35,0.017,74.8
1079,1998,29.9,15.2,19.22,2.1,0.115,88.41
1079,1999,30.4,14.7,15.07,2.05,0.102,89.14
1079,2000,30.5,14,15.76,2.37,0.092,90.27
1079,2001,30.2,15.1,15.28,2.15,0.078,90.44
1079,2002,30.4,14.4,16.57,2.31,0.07,90.06
1079,2003,30,14.4,14.94,1.84,0.076,90.31
1079,2004,29.5,14.7,12.93,1.51,0.068,88.09
1079,2005,29.4,16,12.91,1.31,0.075,89.14
1079,2006,29.1,14.6,12.75,1.21,0.076,87.85
1079,2007,28.2,15,11.16,1.09,0.071,88.14
1079,2008,27.8,15,8.8,0.93,0.052,87.53
1079,2009,27.6,16.2,8.34,0.89,0.036,87.36
1079,2010,27.4,18.1,10.28,0.56,0.029,86.57
1079,2011,27.7,18,10.3,0.74,0.021,87.27
1079,2012,27,15.69,12.89,1.45,0.014,86.76
1081,1998,23.4,14.6,16.87,1.17,0.047,77.87
1081,1999,22.6,14.2,14.46,0.95,0.045,77.82
1081,2000,22.4,14.2,13.98,1.32,0.045,78.89
1081,2001,22.6,15.6,13.62,1.22,0.043,78.58
1081,2002,23.5,15.2,14.61,1.19,0.044,76.95
1081,2003,23.4,15.2,13.18,1.19,0.047,77.24
1081,2004,24.3,16,13.09,0.75,0.047,74.72
1081,2005,23.5,20.6,13.12,1.32,0.052,74.72
1081,2006,22.8,18.7,13.12,0.75,0.052,72.37
1081,2007,21.9,17.3,13.26,0.87,0.053,71.98
1081,2008,21.5,15.5,8.4,0.74,0.045,71.02
1081,2009,21.2,20.7,9.01,0.76,0.026,69.51
1081,2010,21.6,21.3,10.17,0.56,0.021,67.57
1081,2011,21.3,21.4,10.01,0.38,0.02,67.19
1081,2012,20.7,17.57,12.42,0.91,0.013,67.33
1083,1998,28.4,13,19.79,2.21,0.076,79.49
1083,1999,28.5,13.1,15.38,2.14,0.071,78.69
1083,2000,28,12.2,16.19,2.27,0.066,79.52
1083,2001,28.6,12.7,15.17,2.24,0.056,79.29
1083,2002,28.4,12.4,16.32,2.26,0.052,79.76
1083,2003,28.2,11.9,15.26,2.07,0.055,79.42
1083,2004,27.3,12.7,13.31,1.68,0.048,76.7
1083,2005,27.1,13,13.23,1.63,0.052,76.78
1083,2006,26.9,14,13.01,1.65,0.052,75.03
1083,2007,27.2,12.6,11.42,1.51,0.049,74.35
1083,2008,25.7,12.1,8.98,1.37,0.038,73.57
1083,2009,25.7,13.5,8.69,1,0.025,71.98
1083,2010,25.5,14.1,10.28,0.83,0.021,70.76
1083,2011,24.2,13.9,10.54,0.8,0.017,70.79
1083,2012,23.6,12.93,13.12,1.63,0.012,70.13
1085,1998,25.9,28.9,15.69,1.37,0.034,71.03
1085,1999,26.1,25.8,15.06,1.02,0.032,71.68
1085,2000,26.1,24.3,14.03,1.24,0.03,71.8
1085,2001,26.4,25.3,13.18,1.4,0.028,72.84
1085,2002,26.5,24,14.04,0.98,0.027,72.64
1085,2003,26.7,23.5,13.38,1.05,0.028,72.47
1085,2004,27.5,25.5,12.23,1.02,0.026,71.49
1085,2005,26.6,29.5,12.22,1.01,0.029,72.1
1085,2006,26.2,28,12.29,0.7,0.029,70.47
1085,2007,26.1,30,12.08,0.75,0.029,69.31
1085,2008,26.3,25.4,8.27,0.67,0.023,69.46
1085,2009,25.5,28.8,9.05,0.69,0.019,68.9
1085,2010,25.9,30.7,10.35,0.43,0.014,67.78
1085,2011,26.2,27.1,9.9,0.48,0.013,67.01
1085,2012,25.5,26.89,12.12,0.88,0.01,66.82
1087,1998,23.3,29.6,16.51,1.23,0.033,70.76
1087,1999,23.6,27.1,15.5,0.87,0.032,71.37
1087,2000,23.6,27.6,14.54,1.22,0.031,71.96
1087,2001,24.2,28.5,13.22,1.38,0.03,72.07
1087,2002,24.3,28,14.47,1.04,0.03,71.57
1087,2003,24.5,26,13.34,1.29,0.031,70
1087,2004,25.7,28.3,12.93,0.88,0.031,69.05
1087,2005,24.5,32,12.92,1.1,0.033,69.97
1087,2006,24.1,30.2,13,0.74,0.034,68.57
1087,2007,24,29.6,13.01,0.8,0.034,68.66
1087,2008,24.4,30.5,8.62,0.64,0.03,67.57
1087,2009,24.5,38.6,9.05,0.79,0.02,67.77
1087,2010,25.4,31.2,10.51,0.59,0.015,66.11
1087,2011,25.3,30.9,10,0.49,0.015,66.12
1087,2012,24.6,30.08,12.49,0.91,0.01,66.05
1089,1998,22.5,10.7,18.87,2.16,0.072,73.38
1089,1999,23,11.1,15.81,1.95,0.07,72.06
1089,2000,23.2,10.1,16.24,2.27,0.068,75.16
1089,2001,23.7,10.4,15.92,2.16,0.058,73.66
1089,2002,23.2,10.4,16.35,2.16,0.056,72.27
1089,2003,22.9,10.9,15.55,2.05,0.059,72.47
1089,2004,23.3,11.7,13.11,1.68,0.053,71.98
1089,2005,22.7,10.3,13.09,1.63,0.057,69.4
1089,2006,22.4,11.2,13.2,1.33,0.058,68.7
1089,2007,22.9,11.3,11.53,1.37,0.056,68.7
1089,2008,22.5,11.3,9.01,1.25,0.043,66.26
1089,2009,21.7,10.3,8.73,0.92,0.027,65.34
1089,2010,21.5,12.7,10.28,0.75,0.021,65.14
1089,2011,20.6,13.8,10.72,0.76,0.016,63.48
1089,2012,20,11.25,13.19,1.55,0.011,63.4
1091,1998,26.4,22.5,16.22,1.32,0.068,76.21
1091,1999,26.5,21.8,14.43,0.92,0.063,77.84
1091,2000,26.4,20.5,14.44,1.15,0.055,77.22
1091,2001,25.9,21.3,14,1.17,0.051,78.04
1091,2002,25.4,19.8,13.65,0.91,0.048,77.04
1091,2003,24.8,20.2,13.54,0.93,0.048,77.41
1091,2004,25.1,21.3,11.86,0.73,0.043,75.53
1091,2005,24.4,25.2,11.89,1.05,0.051,75.62
1091,2006,24.8,26.2,12.18,0.75,0.048,75.5
1091,2007,24.8,20,11.94,0.84,0.043,73.73
1091,2008,23.2,22.6,8,0.66,0.031,73.85
1091,2009,22.3,24.9,8.13,0.6,0.032,73.35
1091,2010,21.6,23.6,9.79,0.47,0.029,72.33
1091,2011,22.1,24.6,9.82,0.46,0.024,72.35
1091,2012,21.5,22.73,11.93,0.83,0.024,71.9
1093,1998,30.3,16,18.2,1.83,0.103,76.19
1093,1999,30.5,15.6,15.21,1.42,0.089,77.7
1093,2000,30.2,16.9,15.78,1.31,0.078,77.9
1093,2001,29.8,19.8,15.09,1.65,0.066,78.2
1093,2002,30.1,18.5,16.06,1.33,0.06,78.76
1093,2003,29.9,16.8,14.47,1.02,0.064,78.78
1093,2004,29.9,17.9,12.83,1.07,0.061,77.94
1093,2005,29.1,18.4,12.84,1.06,0.068,78.14
1093,2006,29.1,17.1,12.13,0.76,0.068,77.97
1093,2007,28.7,19.7,11.53,0.73,0.063,76.32
1093,2008,28.7,19.6,8.21,0.85,0.043,76.99
1093,2009,28.2,21.2,8,0.87,0.03,75.64
1093,2010,27.6,20.9,9.94,0.52,0.024,76.14
1093,2011,27.5,25.6,9.73,0.59,0.018,76.73
1093,2012,26.8,19.08,12.6,1.04,0.011,75.68
1095,1998,30.7,15.6,18.63,1.92,0.096,89.68
1095,1999,31.2,15,16.04,1.88,0.094,89.8
1095,2000,31.2,14.3,15.77,2.26,0.092,89.63
1095,2001,30.9,15.7,16.27,2.01,0.082,91.31
1095,2002,31,15.6,16.49,2.12,0.082,92.03
1095,2003,31.6,15.2,15.59,1.84,0.087,92.04
1095,2004,31.5,15.8,13.17,1.42,0.083,90.56
1095,2005,30.5,18.7,13.16,1.45,0.09,89.92
1095,2006,31,17.5,13.94,1.38,0.092,90.83
1095,2007,30.3,19.6,11.59,1.05,0.093,88.98
1095,2008,28.9,18,9.01,1.34,0.069,88.81
1095,2009,27.6,19.1,8.95,1.19,0.043,88.42
1095,2010,28.4,19.4,10.5,0.71,0.029,87.89
1095,2011,28.2,19.1,10.98,0.74,0.026,89.49
1095,2012,27.5,17.34,13.3,1.47,0.016,89
1097,1998,26.4,19,13.28,1.51,0.085,88.3
1097,1999,27.1,18.3,12.61,1.21,0.087,86.08
1097,2000,27.5,17.1,11.77,1.22,0.086,87.29
1097,2001,28.4,18.3,11.25,1.22,0.084,86.51
1097,2002,28.1,18.6,11.48,1.15,0.076,85.38
1097,2003,28.3,18.5,10.77,1.23,0.072,84.42
1097,2004,28.3,20,10.54,1.04,0.069,82.55
1097,2005,29,20,10.55,1.31,0.071,81.44
1097,2006,28.3,19.1,9.89,0.96,0.075,80.64
1097,2007,28.3,20.8,10.03,1,0.073,78.65
1097,2008,28.2,18.6,7.07,0.93,0.059,77.39
1097,2009,27.4,18.7,7.36,0.75,0.048,77.73
1097,2010,26.7,20.5,8.37,0.65,0.035,75.25
1097,2011,25.7,19.7,8.18,0.61,0.024,73.57
1097,2012,25,19.21,10.11,1.03,0.019,73.89
1099,1998,27.3,20.5,14.22,1.13,0.062,78.1
1099,1999,27.3,20,13.85,0.87,0.059,78.78
1099,2000,27.5,18.8,13.22,0.89,0.055,78.7
1099,2001,28,19.2,12.51,1.16,0.053,79.17
1099,2002,27,18.3,12.15,0.92,0.05,78.68
1099,2003,26.8,17.8,12.07,0.88,0.048,78.05
1099,2004,27.6,18.5,11.31,0.68,0.044,76.25
1099,2005,26.6,22.3,11.34,0.93,0.046,77.36
1099,2006,26,22,11.52,0.62,0.048,76.07
1099,2007,26.6,23.6,11.02,0.57,0.047,74.42
1099,2008,26,21.8,7.87,0.46,0.035,73.59
1099,2009,25.2,23.4,8.06,0.62,0.03,72.8
1099,2010,25.9,28.4,9.05,0.36,0.018,71.9
1099,2011,27.1,28.7,9.07,0.45,0.013,71.49
1099,2012,26.3,21.63,11.1,0.73,0.011,71.53
1101,1998,23,17,16.9,1.57,0.031,78.17
1101,1999,23,16.9,15.42,1.12,0.03,77.89
1101,2000,22.6,16,13.84,1.39,0.029,75.38
1101,2001,22.9,17.3,13.39,1.57,0.027,76.55
1101,2002,23.5,17.4,14.23,1.16,0.027,75.19
1101,2003,23.6,18,13.66,1.13,0.028,72.62
1101,2004,24.1,19.4,12.79,1.3,0.027,71.27
1101,2005,23.3,17.4,12.77,1.17,0.029,70.59
1101,2006,23.1,18.6,12.71,0.76,0.029,69.85
1101,2007,22.5,18.1,12.78,0.75,0.029,66.92
1101,2008,22.7,17.6,8.74,0.68,0.025,66.15
1101,2009,22.4,19.9,9.32,0.81,0.018,65.57
1101,2010,22.7,21.3,10.62,0.6,0.013,62.45
1101,2011,22.2,23.2,9.98,0.46,0.013,61.67
1101,2012,21.6,18.65,12.48,1,0.009,61.4
1103,1998,29.5,11.3,19.05,2.05,0.108,82.6
1103,1999,30.1,11.7,15.54,2.09,0.097,82.11
1103,2000,30.3,11.1,15.89,2.44,0.087,81.16
1103,2001,29.9,12.4,15.92,2.25,0.074,82.85
1103,2002,30.4,12.3,16.33,2.22,0.07,82.93
1103,2003,30,13.2,15.19,1.88,0.074,82.42
1103,2004,29.3,14,12.81,1.64,0.072,79.48
1103,2005,28,14,12.8,1.34,0.079,79.94
1103,2006,28,16,13.34,1.44,0.08,79.74
1103,2007,27.4,14.2,11.2,0.99,0.078,77.72
1103,2008,28,12.5,9.02,1.16,0.057,76.35
1103,2009,27.6,15.9,8.82,1.21,0.042,74.34
1103,2010,27.4,14.1,10.35,0.71,0.028,75.76
1103,2011,26.5,16.8,10.59,0.84,0.021,74.33
1103,2012,25.8,13.71,13.07,1.53,0.013,73.29
1105,1998,26.4,33.3,17.3,1.35,0.083,73.84
1105,1999,26.6,30.8,15.05,0.97,0.078,75.05
1105,2000,26.3,31,15.1,1.37,0.07,76.08
1105,2001,26.6,33.2,14.74,1.72,0.064,76.15
1105,2002,26.8,32.3,14.98,1.06,0.063,77.52
1105,2003,26.5,28.7,14.1,1.02,0.063,76.41
1105,2004,26.8,30.4,12.83,0.85,0.058,75.49
1105,2005,25.6,34.9,12.88,1.3,0.068,76.85
1105,2006,25.1,32.3,12.99,0.76,0.064,76.9
1105,2007,24.8,32.7,12.3,0.84,0.061,74.92
1105,2008,24.6,31.7,8.8,0.74,0.049,75.47
1105,2009,24.4,31,8.99,0.69,0.045,74.33
1105,2010,26.5,39.5,10.74,0.43,0.038,74.01
1105,2011,26.5,33,10.17,0.61,0.035,73.35
1105,2012,25.8,32.76,12.71,0.95,0.031,73.31
1107,1998,26,22.1,18.25,1.42,0.078,82.66
1107,1999,26.4,21.3,15,1.17,0.068,83.33
1107,2000,26,20.1,15.81,1.42,0.059,84.47
1107,2001,26.1,20.4,15.24,1.34,0.051,84.06
1107,2002,26.6,19.7,16,1.06,0.048,84.7
1107,2003,26.4,19.5,14.04,1.17,0.049,84.99
1107,2004,26.3,20.8,13.25,0.9,0.048,83.09
1107,2005,25.9,23.3,13.25,1.23,0.056,83.39
1107,2006,25.3,23,12.18,0.83,0.054,83.43
1107,2007,25.1,22.2,12.01,0.71,0.05,80.92
1107,2008,25.1,25.6,8.03,0.75,0.034,80.28
1107,2009,26.2,28,8.01,0.94,0.03,81.03
1107,2010,26.1,24.4,10.01,0.53,0.025,79.63
1107,2011,27.4,26.5,9.84,0.57,0.021,80.15
1107,2012,26.7,22.69,12.66,0.98,0.018,79.84
1109,1998,25.4,23.1,15.6,1.09,0.022,79.31
1109,1999,25.7,21,14.87,0.81,0.021,79.88
1109,2000,25.3,21.8,13.06,0.87,0.019,80.54
1109,2001,25.7,23.2,12.93,1.04,0.017,80.47
1109,2002,25.7,22.2,13.18,0.82,0.017,80.48
1109,2003,25.7,20.4,12.69,1.33,0.017,79.41
1109,2004,25.3,21.4,12.72,0.76,0.017,76.9
1109,2005,24.7,28.6,12.72,0.7,0.018,78.47
1109,2006,24.8,28.1,11.98,0.57,0.018,77.95
1109,2007,24.1,27,12.33,0.66,0.019,77.49
1109,2008,23.2,22.5,8.04,0.5,0.016,76.8
1109,2009,22.9,27.6,9,0.51,0.011,75.38
1109,2010,23.4,30,9.95,0.34,0.008,74.54
1109,2011,22.8,25.6,9.23,0.41,0.008,73.64
1109,2012,22.2,24.61,11.88,0.72,0.005,73.54
1111,1998,29.1,17.5,15.89,1.46,0.137,66.98
1111,1999,29.2,16.8,14,1.57,0.131,67.52
1111,2000,29.5,16.7,13.24,1.77,0.131,67.32
1111,2001,29.5,18.4,13.09,1.9,0.131,67.91
1111,2002,29.5,17.2,14.23,1.49,0.131,67.76
1111,2003,29.5,15.7,13.99,1.43,0.147,67.11
1111,2004,29.8,16.1,12.71,1.33,0.151,65.63
1111,2005,28.9,19.2,12.75,1.71,0.166,65.75
1111,2006,29.8,17.5,13.99,0.87,0.169,64.63
1111,2007,29.4,20.9,12.88,1.11,0.17,64.32
1111,2008,29.5,17.3,8.5,1.2,0.142,64.15
1111,2009,29.5,21.1,9,1.08,0.068,63.38
1111,2010,30.4,24.8,10.25,0.77,0.056,62.53
1111,2011,29.2,22.1,10.24,0.68,0.054,62.51
1111,2012,28.5,18.94,12.25,1.28,0.034,61.57
1113,1998,29.8,18,16.89,1.18,0.029,96.07
1113,1999,29.5,17.9,15.88,0.91,0.028,97.54
1113,2000,29.3,17.1,14.18,1.22,0.027,99.54
1113,2001,29.8,18.8,13.38,1.3,0.025,97.99
1113,2002,29.7,18.6,14.18,1.12,0.026,98.36
1113,2003,29.1,18.6,12.98,1.14,0.027,97.41
1113,2004,29.7,19.4,13.28,0.9,0.027,94.69
1113,2005,28.9,20,13.32,1.03,0.03,94.77
1113,2006,28.5,23.9,13.03,0.86,0.03,94.53
1113,2007,28.2,21.2,13.28,0.74,0.03,92.02
1113,2008,29.3,23.3,8.43,0.65,0.026,92.19
1113,2009,28.5,19.9,9,0.57,0.016,90.38
1113,2010,28.4,24.1,10.27,0.59,0.013,88.97
1113,2011,27.6,20.1,9.97,0.37,0.012,88.69
1113,2012,26.8,20.3,12.48,0.86,0.008,88.17
1115,1998,29.9,13.2,17.78,2.36,0.162,89.17
1115,1999,30.3,13.2,14.45,2.23,0.157,90.15
1115,2000,29.9,12.8,14.45,2.5,0.158,88.79
1115,2001,30.1,14.1,15.59,2.6,0.149,88.85
1115,2002,30.3,13.7,15.35,2.01,0.152,90.7
1115,2003,30,13.1,15.23,1.93,0.159,90.86
1115,2004,29.3,13.1,13.12,1.6,0.155,87.85
1115,2005,28.9,13.2,13.09,1.69,0.167,87.05
1115,2006,28.9,10.4,13.95,1.16,0.17,86.95
1115,2007,28.1,11.6,11.59,1.43,0.177,84.02
1115,2008,27.1,12.6,8.99,1.43,0.153,83.16
1115,2009,26.8,13.8,8.98,1.3,0.108,82.27
1115,2010,26.8,13,10.94,0.66,0.073,81.11
1115,2011,26.4,17.3,10.97,1.09,0.077,81.68
1115,2012,25.7,13.39,12.93,1.67,0.048,80.45
1117,1998,22.2,6.5,17.87,2.18,0.185,70.89
1117,1999,21.9,6.8,14.63,2.26,0.178,69.61
1117,2000,21.1,6.4,14.39,2.69,0.179,68.42
1117,2001,20.9,6.9,15.38,2.59,0.168,67.18
1117,2002,21,6.5,15.16,2.14,0.172,65.42
1117,2003,21.2,6.8,15.22,1.85,0.177,66.21
1117,2004,21,7,13.35,1.87,0.172,63.54
1117,2005,20.9,6.3,13.38,2.4,0.186,62.26
1117,2006,20.6,7.2,13.54,1.63,0.188,60.05
1117,2007,19.8,6.9,11.92,1.49,0.197,58.02
1117,2008,19.5,5.8,9.04,1.53,0.174,56.3
1117,2009,19.2,6.9,9.03,1.73,0.131,55.19
1117,2010,19.1,9.8,11.02,0.97,0.089,53.27
1117,2011,18.2,8.1,10.55,1.09,0.096,53.99
1117,2012,17.7,7.11,12.96,1.85,0.061,52.69
1119,1998,24.7,29.6,17.36,1.54,0.064,75.54
1119,1999,25.1,28.5,14.61,1,0.06,76.11
1119,2000,24.9,28.6,14.86,1.23,0.052,75.23
1119,2001,25.4,29.8,14.49,1.36,0.047,75.25
1119,2002,25.4,27.9,14.66,0.92,0.044,76.3
1119,2003,25.2,26.6,13.76,0.96,0.044,74.47
1119,2004,25.7,28.3,12.19,0.74,0.039,73.48
1119,2005,25.1,36.6,12.18,0.94,0.048,73.17
1119,2006,24.6,30.8,11.94,0.78,0.043,72.64
1119,2007,24.8,35,11.86,0.75,0.038,71.93
1119,2008,24.3,32.9,7.99,0.57,0.029,70.08
1119,2009,23.5,35.1,8.01,0.74,0.031,69.56
1119,2010,23.1,31.3,9.81,0.43,0.03,68.64
1119,2011,24.9,39.1,9.86,0.51,0.026,68.27
1119,2012,24.2,31.77,12.17,0.87,0.026,67.37
1121,1998,29.2,18.6,16.22,1.85,0.142,88.02
1121,1999,28.9,17.6,14.12,1.85,0.141,90.47
1121,2000,29.1,16.9,13.61,2.1,0.146,89.28
1121,2001,28.9,17.9,14.64,2.12,0.142,90.94
1121,2002,29.4,17.4,14.63,1.73,0.145,89.85
1121,2003,30.5,16.8,14.71,1.82,0.152,87.81
1121,2004,29.7,17.8,12.66,1.42,0.148,87.14
1121,2005,29.2,19.3,12.6,1.8,0.159,86.49
1121,2006,29.1,18.4,13.56,1.22,0.162,86.55
1121,2007,28,18,12.05,1.21,0.169,85.87
1121,2008,27.9,18.7,8.91,1.25,0.151,85.53
1121,2009,27.2,18.9,8.99,1.22,0.104,84.83
1121,2010,27.2,22.7,10.95,0.93,0.073,82.38
1121,2011,27.1,26.2,10.65,0.87,0.081,84.27
1121,2012,26.4,19.23,12.51,1.49,0.051,83.61
1123,1998,27.4,16.1,16.73,1.26,0.074,78.25
1123,1999,26.9,16.2,14.36,1.08,0.073,78.07
1123,2000,27.4,15.7,13.28,1.37,0.075,78.98
1123,2001,28.6,17.1,13.6,1.32,0.073,79.53
1123,2002,29.3,16.3,14.28,1.23,0.075,79.98
1123,2003,29.8,16.1,13.97,1.03,0.08,78.24
1123,2004,31.1,17.1,12.85,0.94,0.078,76.97
1123,2005,29.5,18.2,12.86,1.03,0.085,77.62
1123,2006,28.8,18.9,13.23,0.66,0.086,75.42
1123,2007,28.8,17.1,12.89,0.79,0.088,74.29
1123,2008,28.1,19.5,8.48,0.75,0.078,73.91
1123,2009,26.3,17.8,9,0.78,0.049,73.48
1123,2010,27.9,18.3,10.77,0.55,0.037,72.81
1123,2011,27.5,18.8,10.11,0.41,0.04,72.75
1123,2012,26.8,17.78,12.39,0.92,0.025,72.98
1125,1998,23.8,16.2,18.08,1.78,0.16,80.85
1125,1999,24.9,15.6,15.07,1.7,0.139,80.03
1125,2000,24.1,15.1,15.59,2,0.121,82.2
1125,2001,24.4,16.1,15.76,1.83,0.103,81.92
1125,2002,24.8,16.1,15.78,1.57,0.1,82.05
1125,2003,24.8,16.5,14.95,1.86,0.103,80.29
1125,2004,24.4,17.2,13.5,1.17,0.105,78.66
1125,2005,24.1,20.4,13.62,1.71,0.119,78.18
1125,2006,22.8,19.7,13.14,1.29,0.117,77.23
1125,2007,22.5,18.6,12.3,1.35,0.114,75.19
1125,2008,23.3,17.3,8.83,1.23,0.081,74.73
1125,2009,23.2,19.9,8.8,1.24,0.068,73.07
1125,2010,23,18,10.66,0.71,0.047,70.73
1125,2011,23,20.2,10.03,0.72,0.039,72.14
1125,2012,22.4,17.76,13.06,1.4,0.028,71.61
