ID,A_LabID,SiteID,StateID,Longitude,Latitude,Landcover,Tota_C,Organic_C,BD,Clay,Sand,pH
246,C-337091,686,MT,-112.7084,48.0099,Forested Upland,3.42,3.42,1285.91,20.05,38.95,60.51
247,C-343383,687,AZ,-112.1142,36.0484,Forested Upland,0.96,0.96,1403.94,43.24,28.98,73.79
248,C-339036,695,AZ,-111.4357,34.2212,Shrubland,5.03,1.30,1343.08,21.54,54.00,68.04
249,C-357279,696,TX,-99.81,32.6978,Planted/Cultivated,0.29,0.29,1507.71,15.01,51.54,73.32
250,C-318601,699,WY,-108.549,42.8976,Shrubland,0.86,0.86,1424.41,26.98,40.96,81.00
251,C-341219,700,PA,-77.1831,39.7893,Planted/Cultivated,1.13,1.13,1451.71,19.08,27.88,59.45
252,C-337918,702,MT,-106.3696,45.9916,Shrubland,1.59,1.59,1412.19,38.54,20.27,76.00
253,C-357280,708,TX,-100.9107,30.6646,Planted/Cultivated,3.81,1.40,1384.36,28.71,21.86,78.00
254,C-323344,712,SD,-98.4193,44.7714,Planted/Cultivated,1.64,1.64,1371.57,24.80,17.55,72.00
255,C-322928,715,NE,-103.7523,42.7673,Herbaceous Upland,1.38,1.38,1275.27,21.92,41.69,76.00
256,C-337061,716,MS,-90.5133,32.7439,Planted/Cultivated,1.12,1.12,1432.38,23.86,22.07,59.80
257,C-334786,718,ID,-115.0985,44.4551,Forested Upland,1.70,1.70,1201.74,13.35,65.15,58.49
258,C-355888,719,CA,-119.398,36.72,Herbaceous Upland,1.67,1.67,1406.98,27.06,29.00,70.64
259,C-328146,720,GA,-84.8897,33.8041,Forested Upland,1.38,1.30,1384.80,22.53,33.98,52.12
260,C-351568,724,AZ,-110.5996,32.8725,Shrubland,1.57,1.57,1334.22,34.50,29.62,74.13
261,C-338334,729,MN,-96.1697,48.0942,Herbaceous Upland,3.97,3.60,1477.64,19.00,47.09,75.09
262,C-339037,731,AZ,-111.186,35.1312,Herbaceous Upland,1.36,0.70,1330.98,23.76,49.85,81.46
263,C-364321,732,VA,-79.3258,37.4717,Forested Upland,7.51,7.51,1354.56,21.17,38.66,49.17
264,C-320482,735,NV,-118.8395,41.8072,Shrubland,1.14,1.14,1316.32,12.00,61.27,81.35
265,C-328705,736,FL,-80.6932,27.2511,Planted/Cultivated,0.44,0.44,1323.17,8.14,59.31,57.13
266,C-343329,744,IA,-93.3387,41.5214,Planted/Cultivated,1.29,1.29,1426.76,28.00,20.23,59.05
267,C-319518,747,CO,-104.9077,37.1455,Herbaceous Upland,0.84,0.84,1375.43,23.19,44.61,72.16
268,C-350374,748,KY,-85.4087,38.364,Forested Upland,2.94,2.94,1401.55,37.97,6.51,53.50
269,C-337092,750,MT,-111.5866,44.8843,Forested Upland,3.85,3.85,1252.02,20.23,34.71,65.10
270,C-359194,751,TX,-103.6363,31.0333,Barren,1.25,0.90,1263.55,39.52,21.49,80.52
271,C-320888,756,MD,-75.9298,38.536,Forested Upland,3.68,3.68,1558.43,10.46,52.19,44.70
272,C-343217,759,CA,-115.8067,33.7111,Barren,0.15,0.15,1464.10,13.15,64.94,82.00
273,C-326419,760,OK,-96.1791,34.7393,Planted/Cultivated,1.70,1.70,1421.84,12.84,43.69,59.84
274,C-353196,762,OR,-121.6554,44.4869,Forested Upland,1.20,1.20,1077.52,5.56,70.00,64.63
275,C-313207,763,UT,-113.242,40.6518,Shrubland,5.41,0.20,1386.89,37.29,20.24,82.25
276,C-349939,764,OH,-82.2806,39.0328,Planted/Cultivated,3.21,3.21,1408.41,24.68,17.33,52.32
277,C-312435,776,AR,-92.5572,36.0753,Herbaceous Upland,0.50,0.50,1368.26,18.01,52.18,60.86
278,C-314238,780,MS,-89.6161,33.2313,Forested Upland,0.59,0.59,1431.24,29.62,32.70,49.91
279,C-353197,782,OR,-118.0307,45.7333,Forested Upland,4.59,4.59,916.35,7.15,28.80,57.90
280,C-348448,783,OR,-118.9224,43.2316,Shrubland,1.55,1.55,1192.11,23.14,29.05,80.55
281,C-351215,784,IN,-84.8086,40.3244,Planted/Cultivated,2.90,2.10,1452.30,32.63,23.17,63.57
282,C-343339,792,IA,-94.9159,40.8216,Planted/Cultivated,1.88,1.88,1327.70,33.51,6.12,65.12
283,C-323345,793,SD,-98.7494,45.4596,Herbaceous Upland,2.34,2.34,1294.22,32.01,33.30,73.37
284,C-322902,795,NE,-101.725,41.9421,Herbaceous Upland,0.68,0.68,1438.11,6.84,82.13,77.84
285,C-300482,796,TX,-98.5095,27.0654,Shrubland,0.31,0.31,1388.17,12.66,75.30,72.72
286,C-355889,799,CA,-121.173,37.817,Non-Natural Woody,0.24,0.24,1571.21,15.30,51.05,74.33
287,C-314193,800,MS,-89.2176,31.0867,Forested Upland,2.76,2.76,1543.58,19.23,43.96,50.37
288,C-326405,808,OK,-94.5744,36.1394,Forested Upland,1.46,1.46,1275.75,16.37,14.48,53.01
289,C-300428,809,VT,-73.0246,44.5668,Planted/Cultivated,4.54,4.54,1382.58,13.05,43.17,60.95
290,C-326144,811,NM,-107.845,36.7274,Shrubland,0.69,0.50,1397.49,22.94,50.28,81.94
291,C-328457,812,SC,-81.5084,34.3398,Planted/Cultivated,0.65,0.60,1507.13,33.28,41.32,52.10
292,C-318602,814,WY,-109.1621,44.7795,Shrubland,1.26,1.26,1327.53,22.41,43.00,81.00
293,C-320421,815,NV,-116.0838,36.4114,Shrubland,2.74,0.50,1412.85,12.91,59.70,84.00
294,C-355086,821,WI,-91.0904,46.32,Forested Upland,1.01,1.01,1478.00,8.03,54.06,53.00
295,C-314062,824,LA,-92.2778,30.0573,Developed,0.92,0.92,1451.19,41.02,9.66,59.70
296,C-313293,827,UT,-112.254,41.58,Shrubland,4.69,2.80,1284.85,35.58,23.78,79.48
297,C-300487,828,NY,-78.3916,42.5113,Planted/Cultivated,0.81,0.81,1276.25,17.18,23.95,56.22
298,C-337094,830,MT,-104.8969,47.6612,Herbaceous Upland,3.54,2.50,1276.62,24.87,23.57,76.18
299,C-357282,831,TX,-102.4941,31.8734,Herbaceous Upland,0.57,0.57,1432.60,19.05,61.24,77.81
300,C-354770,833,MI,-86.5635,46.034,Forested Upland,12.50,12.50,1392.09,4.00,80.81,54.67
301,C-312443,840,AR,-90.5832,35.3237,Planted/Cultivated,1.21,1.21,1408.09,50.14,19.01,56.06
302,C-357283,844,TX,-94.6641,30.8634,Forested Upland,2.40,2.40,1500.24,17.81,56.44,48.44
303,C-337095,846,MT,-115.0264,47.8884,Forested Upland,9.67,9.67,1132.26,7.79,31.83,63.00
304,C-320500,847,NV,-117.5824,38.8486,Shrubland,2.77,0.80,1282.42,21.09,36.94,77.00
305,C-354771,848,MI,-85.9462,42.5688,Forested Upland,0.83,0.83,1401.51,5.16,74.70,50.39
306,C-301040,856,NE,-97.8636,40.3889,Planted/Cultivated,3.77,3.77,1360.88,34.65,5.88,63.00
307,C-338335,857,MN,-97.1468,48.961,Planted/Cultivated,4.12,2.90,1222.51,56.23,5.77,78.00
308,C-313305,859,UT,-111.9814,38.6311,Forested Upland,1.98,1.98,1320.07,16.48,50.71,58.00
309,C-357284,860,TX,-95.0364,29.9504,Planted/Cultivated,2.52,2.52,1478.74,39.34,18.24,61.02
310,C-355890,863,CA,-122.4422,40.226,Herbaceous Upland,1.19,1.19,1473.54,29.31,31.47,60.58
311,C-328051,864,GA,-82.8837,33.3594,Forested Upland,1.80,1.80,1535.67,27.46,54.91,52.00
312,C-300466,865,NY,-78.7761,43.0627,Planted/Cultivated,2.68,2.68,1362.04,18.00,39.97,61.62
313,C-348987,872,IA,-92.6153,42.93,Planted/Cultivated,2.24,2.24,1494.07,28.49,30.66,61.24
314,C-300014,873,VT,-73.0982,43.6144,Forested Upland,3.68,3.68,1404.61,14.25,41.55,59.50
315,C-326412,875,OK,-100.5172,36.8315,Planted/Cultivated,0.38,0.38,1532.16,6.43,79.47,78.22
316,C-353740,876,TN,-84.4658,36.3968,Forested Upland,30.80,30.80,1422.99,23.99,26.68,50.43
317,C-337096,878,MT,-109.9272,47.7892,Herbaceous Upland,1.18,1.18,1344.05,42.37,21.14,76.14
318,C-320520,879,NV,-114.7677,37.1749,Shrubland,0.81,0.81,1414.34,18.57,48.96,81.87
319,C-357285,888,TX,-99.7917,33.9946,Planted/Cultivated,0.96,0.96,1448.82,36.82,18.08,73.93
320,C-318507,891,WY,-110.4042,43.6075,Shrubland,2.74,2.74,1020.78,26.00,39.69,67.34
321,C-341221,892,PA,-79.2966,40.4839,Planted/Cultivated,1.33,1.33,1423.77,26.17,18.45,52.18
322,C-338709,894,SD,-102.2093,45.3112,Planted/Cultivated,1.04,1.04,1371.04,31.93,35.49,75.80
323,C-342919,895,TX,-102.0883,35.3988,Herbaceous Upland,1.74,0.50,1398.45,28.00,36.09,77.34
324,C-311268,904,MO,-93.9227,39.4079,Planted/Cultivated,1.27,1.27,1367.62,31.72,9.50,62.00
325,C-301208,907,NE,-100.2583,42.9328,Herbaceous Upland,0.84,0.84,1469.85,11.00,70.37,67.79
326,C-312470,908,AR,-94.2684,34.3803,Planted/Cultivated,2.36,2.36,1485.38,28.41,29.27,55.00
327,C-335431,910,ID,-113.8573,45.4104,Forested Upland,3.14,3.14,1226.09,14.39,42.96,62.03
328,C-328968,912,AL,-87.6779,34.5501,Developed,1.36,1.36,1360.04,23.37,23.12,50.83
329,C-326162,916,NM,-108.2048,33.571,Shrubland,0.53,0.53,1280.84,34.97,49.42,74.90
330,C-310088,920,KS,-94.9183,38.6401,Herbaceous Upland,4.50,4.40,1361.59,37.62,7.08,63.49
331,C-338336,921,MN,-93.3875,46.123,Forested Upland,2.96,2.96,1445.70,11.00,36.18,57.00
332,C-319667,923,CO,-107.8613,39.8959,Forested Upland,1.05,1.05,1321.70,32.24,24.29,68.64
333,C-350697,924,VA,-76.8535,36.8611,Forested Upland,1.05,1.05,1323.51,21.15,49.60,49.35
334,C-353198,927,OR,-121.4158,42.3661,Forested Upland,1.84,1.84,1154.61,15.32,51.63,63.44
335,C-328703,928,FL,-81.7343,29.2686,Forested Upland,0.82,0.82,1459.10,4.47,93.19,50.00
336,C-348659,936,IL,-89.9209,41.6734,Planted/Cultivated,3.11,2.00,1395.95,23.70,29.38,61.65
337,C-319645,939,CO,-106.0438,39.1815,Forested Upland,1.28,1.28,1128.07,14.36,57.51,66.62
338,C-350698,940,VA,-82.537,36.9221,Forested Upland,4.68,4.68,1289.15,18.03,37.83,49.00
339,C-337097,942,MT,-113.806,47.6215,Forested Upland,2.80,2.80,1261.80,16.38,28.92,64.00
340,C-339038,943,AZ,-111.6719,36.1275,Shrubland,0.92,0.30,1386.12,21.52,55.09,82.09
341,C-351569,951,AZ,-113.0651,32.8819,Shrubland,0.78,0.78,1491.48,19.29,58.34,83.00
342,C-357286,952,TX,-98.5121,32.3016,Planted/Cultivated,1.61,1.61,1500.54,23.91,58.10,69.90
343,C-353199,954,OR,-123.4681,46.1254,Forested Upland,9.70,9.70,1005.79,18.40,23.51,52.00
344,C-318468,955,WY,-108.4193,41.237,Shrubland,0.60,0.60,1286.78,24.27,41.35,86.00
345,C-364451,956,PA,-77.6786,41.3857,Forested Upland,7.31,7.31,1333.32,17.22,37.00,48.23
346,C-337919,958,MT,-104.7821,46.2754,Herbaceous Upland,1.06,1.06,1363.88,28.18,42.59,79.00
347,C-338337,968,MN,-93.6933,44.6035,Planted/Cultivated,3.32,3.32,1277.53,20.22,34.08,63.04
348,C-318546,971,WY,-105.645,44.4957,Herbaceous Upland,1.43,1.43,1366.74,33.86,32.13,76.25
349,C-357287,972,TX,-98.8698,30.0131,Herbaceous Upland,5.35,1.70,1389.50,35.87,25.22,74.04
350,C-355892,975,CA,-118.6026,34.1391,Shrubland,0.59,0.30,1273.86,35.38,21.13,69.60
351,C-328205,976,GA,-84.2864,32.7967,Forested Upland,1.57,1.50,1412.93,31.00,51.85,53.21
352,C-310096,984,KS,-98.0587,37.3292,Planted/Cultivated,2.67,2.60,1491.85,16.51,45.50,64.64
353,C-338338,985,MN,-93.1177,48.4293,Forested Upland,4.59,4.59,1460.76,44.20,23.92,61.31
354,C-339039,987,AZ,-110.5837,36.1958,Shrubland,0.26,0.26,1436.75,16.27,62.90,82.87
355,C-352028,988,NC,-78.1911,34.947,Planted/Cultivated,0.85,0.85,1474.45,18.87,47.12,47.52
356,C-354164,990,WA,-118.9846,48.8487,Forested Upland,1.82,1.82,931.88,6.00,53.90,62.71
357,C-320387,991,NV,-114.8352,38.6759,Shrubland,0.98,0.90,1201.72,15.93,49.47,79.66
358,C-326062,992,FL,-81.0691,29.0064,Planted/Cultivated,0.80,0.80,1322.39,6.68,73.51,52.87
359,C-348521,1000,IA,-91.9957,41.9488,Planted/Cultivated,2.62,2.62,1406.37,29.43,16.58,58.03
360,C-326132,1003,NM,-103.3658,36.1877,Shrubland,2.26,1.20,1369.03,26.18,35.28,79.63
361,C-352627,1004,TN,-86.1294,35.6343,Planted/Cultivated,4.94,4.94,1509.77,22.91,14.20,53.07
362,C-325787,1007,NM,-105.7185,35.3179,Forested Upland,1.94,1.40,1376.96,27.00,26.07,75.84
363,C-348813,1012,IL,-88.3103,38.7971,Planted/Cultivated,1.66,1.66,1490.64,25.00,16.31,60.60
364,C-351570,1015,AZ,-114.1644,33.3708,Shrubland,0.79,0.70,1535.07,16.44,62.04,84.00
365,C-357288,1016,TX,-95.3268,32.2384,Planted/Cultivated,0.93,0.93,1461.08,16.40,55.46,55.56
366,C-353200,1018,OR,-120.4947,43.7178,Shrubland,0.69,0.69,1179.85,19.91,50.64,75.85
367,C-313404,1019,UT,-113.7565,40.8138,Barren,0.64,0.20,1209.02,24.51,37.14,90.00
368,C-349941,1020,OH,-84.5248,39.307,Forested Upland,3.74,3.74,1436.04,24.92,20.20,59.10
369,C-311312,1032,MO,-90.4681,37.9373,Planted/Cultivated,3.88,2.40,1429.07,26.18,7.76,55.24
370,C-357289,1036,TX,-97.1323,31.7748,Planted/Cultivated,0.56,0.56,1477.63,41.67,21.36,68.43
371,C-353201,1038,OR,-122.755,43.957,Forested Upland,2.88,2.88,1186.80,31.34,26.70,54.64
372,C-320412,1039,NV,-115.3755,40.6041,Shrubland,2.40,2.40,1176.47,20.78,36.18,58.02
373,C-349942,1040,OH,-84.2151,41.2379,Planted/Cultivated,2.37,2.37,1530.90,38.61,18.61,66.61
374,C-348979,1048,IA,-94.8942,42.739,Planted/Cultivated,3.54,3.30,1390.93,30.78,24.46,67.63
375,C-318443,1051,WY,-104.4242,43.8005,Herbaceous Upland,1.80,1.30,1326.53,28.08,44.76,79.47
376,C-357290,1052,TX,-98.0457,29.6616,Planted/Cultivated,2.71,1.90,1401.92,35.61,24.86,72.13
377,C-355894,1055,CA,-118.814,36.219,Planted/Cultivated,0.75,0.75,1416.56,18.55,51.42,60.73
378,C-328253,1056,GA,-84.8918,30.8109,Developed,2.80,2.80,1407.56,20.51,69.12,52.50
379,C-326387,1064,OK,-99.0347,36.472,Planted/Cultivated,1.50,1.40,1448.50,20.18,42.16,73.65
380,C-352029,1068,NC,-79.7783,35.2373,Forested Upland,22.30,22.30,1501.24,16.84,48.89,50.50
381,C-313223,1071,UT,-112.9928,38.7696,Shrubland,3.07,1.20,1299.36,22.06,32.93,82.99
382,C-314082,1072,LA,-89.4096,29.3383,Developed,2.19,2.19,1271.48,15.64,51.31,55.42
383,C-338340,1077,MN,-93.2132,46.7038,Forested Upland,2.12,2.12,1530.28,6.00,71.58,55.00
384,C-355087,1080,WI,-87.9858,43.7564,Planted/Cultivated,3.40,3.10,1455.04,32.23,22.99,68.00
385,C-326135,1083,NM,-103.4155,36.8298,Shrubland,1.23,0.90,1350.90,36.87,24.27,79.00
386,C-353741,1084,TN,-87.9331,36.393,Forested Upland,22.50,22.50,1348.54,23.05,13.48,51.52
387,C-340129,1086,ND,-103.2109,47.5521,Herbaceous Upland,2.11,2.11,1290.85,17.62,50.38,68.98
388,C-342925,1087,TX,-102.9197,34.516,Herbaceous Upland,1.54,1.40,1341.67,26.42,46.22,79.51
389,C-311244,1096,MO,-92.2358,36.7473,Planted/Cultivated,1.10,1.10,1417.37,18.39,24.87,54.78
390,C-351803,1099,AZ,-112.7487,32.238,Shrubland,0.57,0.50,1356.42,33.39,41.01,84.54
391,C-337059,1100,MS,-91.0337,32.9264,Developed,3.75,3.75,1310.89,37.06,6.27,60.65
392,C-353202,1102,OR,-119.076,44.8652,Shrubland,0.91,0.91,1214.94,18.29,41.71,70.93
393,C-334788,1103,ID,-116.7991,43.6979,Herbaceous Upland,2.82,2.82,1396.64,19.02,45.43,80.60
394,C-354772,1104,MI,-86.3042,41.7726,Developed,1.47,1.47,1472.21,12.89,64.11,59.00
395,C-351805,1108,AZ,-109.6289,31.9037,Planted/Cultivated,0.75,0.75,1305.18,28.67,36.22,76.04
396,C-343334,1112,IA,-94.4418,41.3816,Forested Upland,2.59,2.59,1365.90,32.56,22.70,58.52
397,C-338689,1113,SD,-97.7487,45.657,Planted/Cultivated,2.67,2.67,1198.85,29.07,35.23,74.24
398,C-319526,1115,CO,-104.4976,40.3967,Herbaceous Upland,3.87,3.87,1424.39,29.82,39.10,79.79
399,C-357236,1116,TX,-99.418,27.1712,Shrubland,2.12,0.70,1319.70,46.66,29.41,78.16
400,C-355895,1119,CA,-124.0078,40.5185,Forested Upland,5.69,5.69,1245.15,18.67,26.43,56.09
401,C-328634,1120,FL,-86.6626,30.9047,Forested Upland,0.25,0.25,1483.69,20.38,64.62,49.91
402,C-310101,1128,KS,-95.802,37.2237,Herbaceous Upland,1.19,1.19,1407.26,41.79,12.77,64.77
403,C-299976,1129,ME,-68.4407,45.0879,Forested Upland,1.44,1.44,1148.61,6.00,46.21,53.53
404,C-310139,1131,KS,-101.5788,37.3556,Planted/Cultivated,0.75,0.70,1385.98,29.82,29.10,80.41
405,C-350896,1132,NC,-81.7409,35.5518,Forested Upland,16.60,16.60,1298.16,22.85,43.86,53.95
406,C-337920,1134,MT,-107.8342,46.6265,Shrubland,2.10,2.10,1422.08,32.93,34.46,75.91
407,C-355896,1135,CA,-115.027,35.153,Shrubland,0.37,0.30,1438.23,14.71,67.31,82.00
408,C-354773,1141,MI,-86.9087,46.3591,Forested Upland,2.62,2.62,1414.94,6.00,70.77,55.23
409,C-334789,1147,ID,-112.9846,44.0607,Forested Upland,6.52,6.40,1239.34,19.37,44.00,66.00
410,C-364452,1148,PA,-79.3129,41.4006,Forested Upland,2.98,2.98,1378.66,24.99,21.04,46.30
411,C-337856,1150,MT,-105.3635,48.6785,Planted/Cultivated,2.75,1.90,1329.91,35.23,30.14,75.31
412,C-359196,1151,TX,-102.2414,32.5477,Herbaceous Upland,0.12,0.12,1521.92,14.16,70.17,78.04
413,C-354774,1153,MI,-84.0632,44.3932,Forested Upland,0.86,0.86,1445.98,6.85,80.64,62.05
414,C-359197,1156,TX,-104.4889,30.5982,Shrubland,1.28,1.28,1304.75,35.00,36.99,79.81
415,C-311245,1160,MO,-92.4946,38.0613,Planted/Cultivated,2.48,2.48,1401.80,27.90,15.38,57.65
416,C-312467,1164,AR,-92.5351,34.4876,Forested Upland,1.71,1.71,1491.54,13.88,47.72,50.15
417,C-354165,1166,WA,-120.9276,47.7705,Forested Upland,2.46,2.46,994.18,4.21,66.36,56.50
418,C-334790,1167,ID,-112.6549,42.12,Shrubland,1.07,1.07,1268.68,20.13,26.74,79.32
419,C-354775,1168,MI,-85.9055,42.9411,Developed,1.50,1.50,1529.70,10.16,74.34,60.67
420,C-325783,1172,NM,-108.2835,35.1853,Forested Upland,2.34,2.34,1324.16,21.13,50.51,67.00
421,C-311243,1176,MO,-94.9708,39.458,Planted/Cultivated,1.56,1.56,1350.97,32.31,8.34,72.34
422,C-338779,1177,ND,-97.9929,47.2173,Herbaceous Upland,2.68,2.68,1308.66,19.36,45.97,74.64
423,C-313271,1179,UT,-110.6288,37.8093,Shrubland,0.59,0.30,1470.03,11.43,64.37,83.00
424,C-357237,1180,TX,-96.4359,29.0028,Planted/Cultivated,1.60,1.30,1433.04,42.82,24.20,69.73
425,C-320455,1183,NV,-119.5494,39.2303,Shrubland,0.41,0.41,1535.35,13.92,67.85,78.48
426,C-328185,1184,GA,-82.0065,32.2425,Developed,1.29,1.29,1497.46,12.14,74.12,49.95
427,C-300464,1185,NY,-75.3974,43.0937,Planted/Cultivated,3.13,3.13,1432.81,14.56,42.65,61.14
428,C-338341,1192,MN,-92.9397,43.6469,Planted/Cultivated,2.39,2.39,1382.90,20.15,31.53,63.37
429,C-319639,1195,CO,-102.5407,39.4328,Herbaceous Upland,2.05,2.05,1362.65,22.51,58.13,77.00
430,C-350376,1196,KY,-84.8045,37.5931,Developed,3.49,3.49,1419.72,33.47,7.88,51.00
431,C-337098,1198,MT,-110.7849,48.1548,Herbaceous Upland,0.91,0.91,1371.25,36.00,27.00,76.04
432,C-343405,1199,AZ,-113.9767,35.3291,Shrubland,0.14,0.14,1435.38,12.00,58.75,82.00
433,C-357238,1208,TX,-98.56,31.8815,Planted/Cultivated,1.40,1.30,1458.38,37.39,32.42,73.07
434,C-318531,1211,WY,-107.6654,42.3901,Herbaceous Upland,1.13,1.13,1434.47,21.91,44.64,77.00
435,C-350699,1212,VA,-78.1492,38.6631,Planted/Cultivated,2.69,2.69,1440.44,26.25,35.89,54.90
436,C-322851,1214,ND,-102.43,47.0949,Planted/Cultivated,1.96,1.96,1391.39,28.34,28.11,71.65
437,C-359198,1220,TX,-101.8439,30.7788,Shrubland,5.26,1.40,1335.14,22.09,31.93,79.71
438,C-338695,1224,SD,-98.4509,43.7001,Herbaceous Upland,2.22,2.22,1360.60,24.50,34.50,71.48
439,C-338657,1227,SD,-101.4297,44.9365,Planted/Cultivated,1.79,1.79,1371.44,32.90,28.16,73.82
440,C-315078,1228,MS,-89.4088,31.497,Planted/Cultivated,1.62,1.62,1563.31,19.12,36.46,49.65
441,C-334791,1230,ID,-116.2846,45.1019,Forested Upland,3.30,3.30,1108.09,8.37,55.14,62.65
442,C-355897,1231,CA,-118.3352,37.5959,Barren,0.17,0.17,1454.38,17.70,55.07,80.53
443,C-329029,1232,AL,-87.313,34.3577,Forested Upland,1.71,1.71,1343.79,30.91,32.17,50.81
444,C-351806,1236,AZ,-109.0718,34.7168,Shrubland,0.61,0.61,1391.50,21.58,49.62,80.62
445,C-300984,1240,NE,-98.8998,40.215,Herbaceous Upland,0.91,0.91,1339.92,29.03,23.66,71.00
446,C-338342,1241,MN,-95.2373,47.0318,Forested Upland,4.28,4.28,1445.00,8.90,63.95,61.00
447,C-319654,1243,CO,-106.3114,39.8965,Shrubland,4.31,4.31,1276.84,23.13,42.07,69.71
448,C-350700,1244,VA,-79.7125,36.7777,Forested Upland,1.97,1.70,1406.91,30.43,27.33,53.15
449,C-355898,1247,CA,-120.452,41.046,Forested Upland,0.94,0.94,1140.74,34.68,35.75,69.00
450,C-326056,1248,FL,-82.1341,27.4212,Herbaceous Upland,1.29,1.29,1346.85,4.00,94.52,53.73
451,C-319569,1259,CO,-105.9548,38.1754,Shrubland,0.64,0.64,1325.26,16.18,54.75,80.95
452,C-351216,1260,IN,-86.8537,38.2085,Planted/Cultivated,3.76,3.40,1451.50,23.66,12.48,57.04
453,C-337099,1262,MT,-110.5262,45.8863,Planted/Cultivated,2.02,2.02,1312.71,38.57,18.85,72.96
454,C-359199,1263,TX,-102.8879,32.6329,Planted/Cultivated,0.15,0.15,1473.00,16.56,69.31,76.72
455,C-351572,1271,AZ,-113.1254,33.9985,Shrubland,0.18,0.18,1410.43,18.00,51.69,83.00
456,C-327827,1272,OK,-94.8207,34.2828,Forested Upland,0.97,0.97,1470.52,23.94,39.19,52.20
457,C-354167,1274,WA,-121.0832,45.83,Forested Upland,0.51,0.51,1275.25,13.45,46.86,66.40
458,C-319949,1275,WY,-106.7485,41.6007,Shrubland,1.14,1.14,1384.58,28.80,48.53,76.00
459,C-341223,1276,PA,-76.1081,41.1058,Forested Upland,16.20,16.20,1432.61,9.98,50.31,51.05
460,C-348834,1288,IL,-89.6607,39.2797,Planted/Cultivated,2.12,2.12,1432.20,24.56,4.00,58.40
461,C-357239,1292,TX,-95.3443,30.9249,Herbaceous Upland,0.55,0.55,1469.24,16.75,63.03,55.88
462,C-334792,1294,ID,-116.8528,44.6799,Forested Upland,4.33,4.33,1078.49,19.89,36.01,62.66
463,C-320430,1295,NV,-118.4088,41.5558,Shrubland,2.58,2.00,1268.38,24.50,20.39,84.47
464,C-349943,1296,OH,-82.949,40.5335,Barren,1.93,1.93,1477.85,37.52,17.15,58.52
465,C-348964,1304,IA,-95.7426,43.3001,Planted/Cultivated,2.79,2.79,1318.68,30.70,22.61,64.97
466,C-322921,1307,NE,-100.9289,42.5086,Herbaceous Upland,1.99,1.70,1395.93,3.53,88.92,72.00
467,C-357240,1308,TX,-98.774,28.844,Planted/Cultivated,1.29,1.29,1450.66,34.35,47.50,75.22
468,C-355899,1311,CA,-120.508,35.4011,Forested Upland,0.49,0.49,1357.01,19.88,57.34,66.12
469,C-328984,1312,AL,-85.6928,31.0634,Planted/Cultivated,0.89,0.89,1533.48,18.58,68.93,54.52
470,C-326438,1320,OK,-98.2016,36.6917,Planted/Cultivated,0.38,0.38,1489.38,13.63,54.37,70.64
471,C-299969,1321,NH,-71.6553,43.855,Forested Upland,2.77,2.77,1229.32,2.44,69.01,54.93
472,C-326200,1323,NM,-108.548,35.597,Shrubland,0.49,0.49,1431.43,28.62,38.92,78.79
473,C-328458,1324,SC,-80.0989,34.6805,Planted/Cultivated,0.86,0.86,1542.45,18.84,60.03,53.34
474,C-355088,1333,WI,-90.6309,45.5902,Forested Upland,5.56,5.56,1232.38,7.32,31.66,52.32
475,C-355089,1336,WI,-90.2398,43.4672,Planted/Cultivated,7.12,7.12,1436.92,22.00,10.44,57.78
476,C-353743,1340,TN,-86.4185,36.0905,Developed,5.99,5.99,1418.22,27.98,17.94,53.90
477,C-326730,1343,NM,-104.6452,33.7877,Shrubland,1.32,0.50,1323.72,28.59,41.00,80.08
478,C-311278,1352,MO,-89.8203,36.1242,Planted/Cultivated,1.74,1.74,1410.36,28.67,34.95,62.89
479,C-314050,1356,LA,-93.1047,31.5978,Planted/Cultivated,0.65,0.65,1480.85,28.00,32.57,55.02
480,C-334794,1358,ID,-116.3602,48.5494,Forested Upland,3.32,3.32,1168.50,12.35,43.40,62.95
481,C-320447,1359,NV,-115.3513,39.7075,Shrubland,4.30,0.90,1207.97,15.55,32.55,82.00
482,C-354776,1360,MI,-83.2744,43.2094,Planted/Cultivated,1.83,1.83,1518.63,16.17,56.90,66.06
483,C-357241,1364,TX,-105.6971,31.4558,Barren,4.21,0.70,1270.26,24.63,50.54,80.43
484,C-306806,1368,NE,-97.5772,41.83,Planted/Cultivated,2.67,2.67,1364.64,38.42,9.96,66.02
485,C-321842,1369,ND,-99.9324,47.038,Herbaceous Upland,3.34,3.34,1339.20,20.29,48.16,72.00
486,C-318533,1371,WY,-106.1618,42.1909,Herbaceous Upland,1.25,1.00,1375.20,28.76,38.68,78.21
487,C-355900,1375,CA,-122.65,41.76,Forested Upland,3.09,2.80,1410.13,23.45,47.13,61.98
488,C-337052,1376,MS,-88.7335,31.6892,Developed,0.66,0.66,1466.38,19.43,38.83,49.43
489,C-311142,1384,MO,-94.5695,37.4375,Herbaceous Upland,1.25,1.25,1395.36,27.75,14.80,56.05
490,C-299980,1385,MA,-73.399,42.0629,Planted/Cultivated,3.04,2.00,1385.95,13.08,46.41,54.65
491,C-342353,1387,TX,-101.1414,36.0249,Herbaceous Upland,1.95,1.40,1415.12,32.80,27.33,77.10
492,C-350897,1388,NC,-83.4259,35.0018,Forested Upland,38.10,38.10,1149.54,20.37,55.98,51.29
