A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-354263,6798,UT,40.1557,-110.4057,Shrubland,No,No,13.3,0.2,35,12.9,0.1,54,2.06,516
C-354260,6542,MT,46.7436,-106.919,Herbaceous ,No,Yes,13.3,0.2,44,14.2,0.4,92,2.4,278
C-354264,6842,VT,44.9286,-72.2772,Planted/Cultivated,No,Yes,13.3,0.4,68,27.9,0.4,131,3.32,1440
C-354212,5918,MT,47.3077,-114.7983,Forested,No,No,13.2,0.3,13,20.2,0.1,101,2.66,1260
C-354257,6430,TX,30.5452,-104.159,Herbaceous ,No,Yes,13.2,0.3,22,24.4,0.7,58,2.45,493
C-354213,6074,MT,46.9678,-114.0146,Forested,No,No,13.2,0.1,29,21.1,0.1,61,2.05,695
C-354214,6110,NJ,40.3259,-74.2198,Forested,No,No,13.2,0.2,38,21.1,0.4,47,3,235
C-354211,5818,KS,38.665,-95.5494,Herbaceous ,No,Yes,13.2,0.1,81,20.3,0.4,76,4.01,526
C-354209,5518,PA,41.7673,-79.3178,Forested,No,No,13.1,0.2,33,25.3,0.6,70,2.54,1330
C-354207,5406,ND,47.7735,-103.0404,Herbaceous ,No,Yes,13.1,0.3,45,15.3,0.6,85,2.46,328
C-354205,5370,IL,41.446,-88.5413,Planted/Cultivated,No,Yes,13.1,0.4,49,40,0.5,97,2.02,776
C-354210,5774,TX,32.6509,-99.3227,Planted/Cultivated,No,Yes,13.1,0.4,50,35.1,0.4,168,3.43,771
C-354208,5422,OK,34.5132,-95.8996,Forested,No,No,13.1,0.05,64,25.8,0.8,55,3.56,1010
C-354204,5342,WY,41.0158,-108.6469,Shrubland,No,No,13,0.7,31,19.7,0.7,77,2.26,565
C-354202,5086,PA,41.7954,-77.0847,Planted/Cultivated,No,Yes,13,0.05,39,18.9,0.1,74,2.83,652
C-354201,4894,NV,41.2623,-118.1046,Shrubland,No,No,13,0.6,44,20,0.3,114,3.74,887
C-354203,5262,WV,39.0972,-80.4917,Forested,No,No,13,0.3,61,22.4,0.7,105,3.87,1120
C-354193,3918,NM,36.7798,-108.4378,Shrubland,No,No,12.9,0.1,12,13.9,0.1,46,1.92,252
C-354189,3514,CA,32.9055,-117.0722,Herbaceous ,No,Yes,12.9,0.1,15,21.7,0.1,120,3.27,1050
C-354190,3726,CO,39.5774,-106.4094,Shrubland,No,No,12.9,1.9,33,78.9,0.1,318,1.78,315
C-354200,4794,TX,33.0297,-96.6573,Forested,No,No,12.9,0.4,36,23.9,0.5,81,2.65,1130
C-354198,4494,PA,40.4351,-78.8793,Forested,No,No,12.9,0.2,39,96.7,1.8,110,2.33,272
C-354199,4750,TX,29.6847,-98.3294,Herbaceous ,No,Yes,12.9,0.5,42,26.6,0.7,69,2.83,794
C-354196,4398,PA,41.627,-80.1763,Forested,No,No,12.9,0.7,50,73.8,1.1,170,2.26,1360
C-354192,3806,NC,35.3371,-80.2652,Planted/Cultivated,No,Yes,12.9,0.3,51,22.3,0.6,79,3.85,332
C-354194,4026,OH,39.7327,-83.4265,Developed,Yes,No,12.9,0.8,59,174,0.8,464,2.77,738
C-354191,3770,MS,34.6494,-89.0406,Forested,No,No,12.9,0.05,63,21.6,0.7,82,3.98,250
C-354195,4238,OR,42.969,-123.8202,Forested,No,No,12.9,0.05,69,20.5,0.2,87,3.89,1020
C-354188,3470,CA,38.0909,-121.6868,Herbaceous ,No,Yes,12.9,0.3,123,32.5,0.8,124,4.23,320
C-354182,2782,CA,36.332,-116.351,Barren,No,No,12.8,0.05,6,14.9,0.1,56,1.03,244
C-354181,2746,AZ,33.0139,-114.232,Shrubland,No,No,12.8,0.2,24,45.1,0.2,73,2.43,436
C-354183,2846,MT,47.786,-110.3045,Herbaceous ,No,Yes,12.8,0.3,31,14.8,0.4,56,2.13,358
C-354185,3406,PA,41.0839,-80.3889,Planted/Cultivated,No,Yes,12.8,0.2,34,24.2,0.4,90,2.76,501
C-354184,3358,OH,39.862,-82.974,Planted/Cultivated,No,Yes,12.8,0.4,39,29.8,0.5,83,2.56,1020
C-354180,2702,AR,35.9075,-94.0986,Forested,No,No,12.8,0.2,68,69.3,0.6,64,2.8,2260
C-354171,1822,ID,43.3364,-112.2746,Shrubland,No,No,12.7,0.3,20,15.3,0.2,52,1.66,429
C-354173,2334,MT,45.1389,-108.7861,Shrubland,No,No,12.7,0.1,35,19.5,0.3,97,3.05,281
C-354178,2490,OH,40.5335,-82.949,Barren,No,No,12.7,0.2,44,27.5,0.7,82,3.16,1040
C-354172,2190,MS,33.831,-90.6369,Planted/Cultivated,No,Yes,12.7,0.1,45,21.1,0.6,69,2.49,343
C-354179,2638,OH,40.0498,-81.7219,Forested,No,No,12.7,0.4,50,37.4,0.9,104,3.23,2730
C-354175,2382,MT,48.7203,-108.2036,Shrubland,No,No,12.7,0.3,60,17.2,0.9,107,2.94,303
C-354177,2446,MT,45.7865,-108.46,Shrubland,No,No,12.7,0.2,65,16.2,0.4,61,2.9,411
C-354174,2350,MT,45.4251,-110.1853,Forested,No,No,12.7,0.2,222,15.5,0.2,44,5.22,716
C-354165,1166,AZ,33.0738,-111.9797,Planted/Cultivated,No,Yes,12.6,0.2,17,31.2,0.3,71,2.22,567
C-354170,1722,WV,39.2868,-79.6278,Forested,No,No,12.6,0.5,39,26.3,0.5,97,2.99,1500
C-354168,1422,MT,48.0314,-106.3654,Shrubland,No,No,12.6,0.2,44,18.2,0.5,80,3.23,253
C-354169,1678,OH,39.9656,-83.4528,Planted/Cultivated,No,Yes,12.6,0.3,50,27.7,0.6,108,3.32,663
C-354167,1274,CA,41.4516,-122.6448,Forested,No,No,12.6,3.8,54,24.2,1.7,406,3.87,1210
C-300489,9769,AZ,34.2831,-111.0694,Forested,No,No,12.5,0.05,14,16.9,0.1,72,1.63,467
C-354161,398,ND,46.1901,-102.7869,Planted/Cultivated,No,Yes,12.5,0.3,28,15,0.4,54,2.15,588
C-300032,11369,ID,42.8095,-113.4439,Shrubland,No,No,12.5,0.4,36,19.6,0.2,62,2.11,639
C-354163,698,PA,41.9941,-75.5742,Forested,No,No,12.5,0.3,39,97.5,1.5,53,1.54,5960
C-354164,990,TX,30.4877,-97.2986,Planted/Cultivated,No,Yes,12.5,0.2,41,20.7,0.3,45,2.51,707
C-354160,302,MT,46.8149,-110.2869,Forested,No,No,12.5,0.7,43,30.5,0.3,86,2.02,573
C-354162,654,OH,41.4904,-80.7157,Planted/Cultivated,No,Yes,12.5,0.3,46,32.3,0.6,97,3.11,1450
C-354159,142,ME,44.6093,-67.5933,Planted/Cultivated,No,Yes,12.5,0.2,56,64.1,0.9,68,3.03,406
C-300469,10857,CA,38.799,-123.024,Planted/Cultivated,No,Yes,12.5,0.05,61,18.4,0.1,81,2.94,613
C-300429,6697,NV,41.8073,-118.8395,Shrubland,No,No,12.4,0.3,15,24.6,0.1,74,2.17,1260
C-300442,7785,TX,33.3732,-101.3843,Herbaceous ,No,Yes,12.4,0.2,15,11.8,0.1,38,1.2,401
C-300439,4905,CA,36.2153,-116.9411,Barren,No,No,12.4,0.3,28,20.5,0.1,75,3.31,669
C-299977,6761,NV,40.8189,-118.7989,Shrubland,No,No,12.4,0.4,30,15.1,0.1,68,2.6,730
C-300484,7721,OK,35.0419,-95.4605,Planted/Cultivated,No,Yes,12.4,0.1,58,19.1,0.6,48,2.77,325
C-300474,5665,MT,46.5241,-107.2572,Shrubland,No,No,12.4,0.3,60,19.1,0.9,108,3.22,234
C-299998,2665,NV,39.5843,-114.5369,Shrubland,No,No,12.3,0.1,26,12.4,0.1,36,1.71,306
C-300428,809,ME,45.0012,-67.6184,Forested,No,No,12.3,0.1,35,27.7,0.3,56,2.23,478
C-300463,2345,NE,42.4692,-97.2061,Planted/Cultivated,No,Yes,12.3,0.8,43,23.4,0.8,85,2.64,865
C-300440,3625,SD,44.2102,-103.5881,Forested,No,No,12.3,0.4,43,15.9,0.5,62,2.07,831
C-300014,873,MO,40.0152,-92.4291,Herbaceous ,No,Yes,12.3,0.1,57,28.5,0.5,55,2.87,727
C-300473,2601,NJ,39.5673,-74.342,Herbaceous ,No,Yes,12.3,0.05,76,38.9,0.5,79,3.56,332
C-350663,12508,TX,32.196,-97.0219,Planted/Cultivated,No,Yes,12.2,0.3,23,14.3,0.5,63,2.32,2750
C-350657,11164,MT,47.2513,-111.4801,Herbaceous ,No,Yes,12.2,0.4,34,17.4,0.3,84,2.41,563
C-350662,12476,PA,41.5203,-79.715,Forested,No,No,12.2,0.2,35,33.5,0.8,83,2.74,2280
C-350664,13212,WY,42.9064,-110.8838,Forested,No,No,12.2,1.2,36,40.4,0.4,98,1.84,703
C-350656,10908,MD,39.6994,-79.2682,Forested,No,No,12.2,0.2,46,40.5,0.8,57,2.29,438
C-350658,11420,MT,47.0468,-110.6642,Forested,No,No,12.2,0.4,46,24.9,0.1,102,3,691
C-350660,11932,NE,40.3678,-96.0475,Planted/Cultivated,No,Yes,12.2,0.4,50,30.6,0.7,79,3.01,758
C-350661,12156,NV,38.7298,-116.017,Shrubland,No,No,12.2,0.2,50,26.1,0.3,116,4.1,726
C-350654,10652,AZ,32.5284,-111.4498,Shrubland,No,No,12.2,0.8,54,54.4,0.1,116,4.49,753
C-350659,11484,MT,44.6557,-112.7796,Forested,No,No,12.2,2.4,65,13.3,1.4,138,1.13,1080
C-350655,10684,CA,38.9538,-121.7548,Planted/Cultivated,No,Yes,12.2,0.5,135,15.4,0.4,135,5.58,710
C-350649,9628,MT,45.251,-113.4548,Forested,No,No,12.1,0.4,24,16.8,0.1,64,1.9,1270
C-350652,10460,WV,39.0024,-81.5681,Herbaceous ,No,Yes,12.1,0.3,43,37.7,0.4,138,2.93,491
C-350647,9404,IN,38.1803,-87.3548,Planted/Cultivated,No,Yes,12.1,0.05,50,25.8,0.4,53,3.33,626
C-350650,9916,OH,39.6019,-81.795,Forested,No,No,12.1,0.4,55,28,0.6,79,2.87,1630
C-350648,9436,ME,46.6994,-68.3067,Planted/Cultivated,No,Yes,12.1,0.3,61,17.2,0.2,105,3.21,586
C-364325,10396,WV,39.3604,-80.7418,Forested,No,No,12.1,0.4,67,27.5,0.5,116,4.66,1260
C-350651,10140,PA,40.9259,-78.2396,Developed,Yes,No,12.1,0.2,89,27.4,3.8,135,5.19,838
C-350646,9372,CA,39.129,-120.807,Forested,No,No,12.1,0.05,94,27.8,0.6,78,8.09,649
C-350688,8412,MS,34.8283,-88.6147,Developed,Yes,No,12,0.05,25,34.4,0.4,98,3.9,306
C-350642,8924,MT,46.7885,-107.0053,Herbaceous ,No,Yes,12,0.05,39,11.5,0.3,52,2.26,243
C-350645,9116,WV,38.2037,-79.9334,Planted/Cultivated,No,Yes,12,0.1,41,16.5,0.3,72,2.87,586
C-350689,8604,MT,47.7875,-111.0727,Planted/Cultivated,No,Yes,12,0.4,43,18.2,0.5,86,2.75,392
C-350643,8948,OH,40.0718,-81.2417,Developed,Yes,No,12,0.3,53,38.6,0.6,88,3.32,748
C-350687,8380,ID,42.2106,-111.6711,Forested,No,No,12,1,54,31.3,0.1,136,2.92,1050
C-350676,6364,IL,41.0257,-87.5682,Planted/Cultivated,No,Yes,11.9,0.2,14,15.1,0.1,41,1.51,158
C-350684,7836,NV,40.5136,-116.9102,Shrubland,No,No,11.9,0.9,31,25.8,0.4,99,2.77,902
C-350686,8116,SD,44.0593,-102.7698,Herbaceous ,No,Yes,11.9,0.5,42,21,0.6,88,2.92,883
C-350678,6812,MO,40.4452,-91.8148,Planted/Cultivated,No,Yes,11.9,0.2,44,23.1,0.8,44,2.03,877
C-350683,7324,NE,41.83,-97.5772,Planted/Cultivated,No,Yes,11.9,0.7,44,22.5,0.8,100,2.38,592
C-350673,6300,IA,40.6123,-95.3527,Forested,No,No,11.9,0.5,45,29.6,0.6,96,2.94,1190
C-350679,6844,MO,40.1195,-92.6408,Planted/Cultivated,No,Yes,11.9,0.2,47,30.7,0.5,54,2.06,809
C-364324,6556,MA,42.6385,-70.7745,Planted/Cultivated,No,Yes,11.9,0.2,52,36.9,0.4,82,3.15,675
C-350681,7068,MT,45.5397,-111.0931,Forested,No,No,11.9,0.3,53,25.2,0.2,68,2.86,616
C-350680,6876,MO,37.7065,-93.0137,Planted/Cultivated,No,Yes,11.9,0.2,55,59.8,0.6,55,2.91,1410
C-350685,8060,OK,35.1991,-95.1022,Planted/Cultivated,No,Yes,11.9,0.1,67,21.9,0.7,83,3.16,660
C-350677,6780,ME,45.0845,-70.2168,Forested,No,No,11.9,0.2,69,21.7,0.3,69,3.31,756
C-350675,6332,IL,39.5482,-89.3165,Planted/Cultivated,No,Yes,11.9,0.9,75,20.3,2.8,288,8.46,495
C-350672,6044,CA,39.0846,-122.3458,Herbaceous ,No,Yes,11.9,0.2,93,13.3,0.2,111,5.31,948
C-350669,5308,OH,40.524,-82.6389,Planted/Cultivated,No,Yes,11.8,0.3,32,31,0.5,73,2.17,941
C-350712,4020,AZ,35.92,-111.7448,Shrubland,No,No,11.8,0.8,33,19,0.7,57,1.63,366
C-350671,5820,VA,38.1827,-79.0993,Planted/Cultivated,No,Yes,11.8,0.2,35,32.9,0.4,61,2.43,860
C-350670,5340,SD,44.4267,-103.3848,Planted/Cultivated,No,Yes,11.8,0.4,36,18.2,0.6,67,2.17,492
C-350668,5020,MS,34.221,-88.8854,Planted/Cultivated,No,Yes,11.8,0.05,41,24.3,0.3,52,2.39,335
C-350667,4828,MN,43.6167,-96.1778,Planted/Cultivated,No,Yes,11.8,0.4,51,17.8,0.6,65,2.31,843
C-350713,4284,IA,41.0759,-93.956,Planted/Cultivated,No,Yes,11.8,0.4,58,26.2,0.8,94,3.07,989
C-364322,4508,ME,47.1344,-67.9544,Planted/Cultivated,No,Yes,11.8,0.2,76,21.8,0.1,89,3.47,472
C-350710,2972,TX,33.713,-96.8742,Planted/Cultivated,No,Yes,11.7,0.05,36,13.4,0.7,29,2.95,184
C-350711,3228,TX,33.3495,-96.0113,Planted/Cultivated,No,Yes,11.7,0.2,37,20.6,0.3,66,2.5,405
C-350703,2204,MT,46.3186,-108.9235,Herbaceous ,No,Yes,11.7,0.2,42,22.3,0.5,87,3.07,377
C-350709,2780,NV,41.6001,-116.2189,Shrubland,No,No,11.7,0.4,42,20.3,0.1,92,2.88,767
C-350704,2236,NC,34.8452,-80.3654,Planted/Cultivated,No,Yes,11.7,0.05,46,20.4,0.5,101,2.66,1050
C-350706,2268,ND,46.3347,-101.3142,Planted/Cultivated,No,Yes,11.7,0.2,48,13.2,0.5,68,2.58,519
C-350708,2748,NE,40.1981,-96.2728,Herbaceous ,No,Yes,11.7,0.4,48,22.9,1,64,2.65,683
C-350702,1948,ME,44.9563,-69.5166,Forested,No,No,11.7,0.1,54,83.4,0.2,102,2.51,682
C-350707,2732,NE,41.4397,-96.4239,Planted/Cultivated,No,Yes,11.7,0.8,54,27,0.8,113,3.45,756
C-350701,1724,CA,35.427,-120.752,Forested,No,No,11.7,0.2,501,20.7,0.3,132,4.48,770
C-364321,732,NV,38.4241,-117.4735,Shrubland,No,No,11.6,0.2,12,18.7,0.1,61,2.3,596
C-350695,476,NE,41.3066,-99.9443,Planted/Cultivated,No,Yes,11.6,0.2,22,14.5,2.7,42,1.17,306
C-350697,924,PA,41.9039,-80.2187,Planted/Cultivated,No,Yes,11.6,0.3,36,30.2,1.1,76,2.9,288
C-350698,940,SD,45.2263,-103.918,Herbaceous ,No,Yes,11.6,0.2,36,19.6,0.5,69,2.52,545
C-350699,1212,TN,35.5848,-89.053,Planted/Cultivated,No,Yes,11.6,0.05,37,20.5,0.5,45,2.05,1290
C-350694,412,NE,42.6819,-97.7761,Planted/Cultivated,No,Yes,11.6,0.9,41,19.9,0.5,77,2.22,936
C-350700,1244,WY,41.7635,-108.1692,Shrubland,No,No,11.6,0.4,48,24.3,0.8,82,2.89,331
C-350692,188,AR,36.2036,-94.0901,Developed,Yes,No,11.6,0.05,74,19.7,0.2,38,1.89,752
C-350693,220,MS,34.0346,-88.7073,Planted/Cultivated,No,Yes,11.6,0.1,79,26.8,0.4,78,3.18,1350
C-313301,13147,WY,44.8064,-110.7308,Forested,No,No,11.5,0.3,35,22.4,0.1,88,2.67,607
C-313237,12699,ND,46.3555,-102.8444,Planted/Cultivated,No,Yes,11.5,0.4,36,12.2,0.4,74,2.23,573
C-313294,13115,UT,39.0768,-109.3763,Shrubland,No,No,11.5,2.2,38,22.3,1.8,86,2.16,263
C-313419,12443,MO,38.0548,-91.4892,Planted/Cultivated,No,Yes,11.5,0.1,41,31.7,0.5,39,2.04,947
C-313070,12603,MT,47.2351,-110.2752,Herbaceous ,No,Yes,11.5,0.7,41,21.1,0.4,97,2.68,515
C-313414,13051,PA,40.4941,-75.6521,Planted/Cultivated,No,Yes,11.5,0.2,42,33,0.9,99,3.35,1060
C-313076,12123,AL,32.4912,-87.8568,Developed,Yes,No,11.5,0.3,43,24.6,0.4,80,2.63,952
C-313084,12255,CO,39.676,-107.5349,Shrubland,No,No,11.5,0.9,43,29.4,0.4,127,2.59,1240
C-313508,12431,IN,39.1872,-86.3802,Forested,No,No,11.5,0.3,43,22.7,0.6,85,2.93,845
C-313320,12335,IA,41.477,-90.6976,Planted/Cultivated,No,Yes,11.5,0.3,46,35.1,0.4,74,2.18,1640
C-313277,12859,NY,42.2602,-79.2153,Planted/Cultivated,No,Yes,11.5,0.4,46,24.9,0.8,125,3.09,1100
C-313416,12331,IA,40.942,-95.3097,Planted/Cultivated,No,Yes,11.5,0.5,51,21.8,0.6,85,3.09,873
C-313318,12251,CA,38.635,-121.971,Planted/Cultivated,No,Yes,11.5,0.2,66,24.3,0.3,215,4.19,827
C-313260,12591,MT,46.7857,-112.8498,Forested,No,No,11.5,0.5,82,21.5,0.2,98,2.69,2060
C-313309,11675,UT,40.7989,-112.7065,Barren,No,No,11.4,0.2,19,12.7,0.2,32,1.12,240
C-313503,11099,MS,31.574,-91.0769,Developed,Yes,No,11.4,0.3,37,47.9,0.4,114,2.65,623
C-313276,11579,TN,35.4542,-89.8985,Planted/Cultivated,No,Yes,11.4,0.05,37,20.2,0.3,71,2.63,669
C-313221,11515,NV,40.8599,-116.4885,Planted/Cultivated,No,Yes,11.4,0.9,38,21.2,0.3,95,2.58,743
C-313073,12027,WY,43.0986,-110.4833,Shrubland,No,No,11.4,0.4,38,15.9,2,73,2.07,327
C-313403,11323,MT,47.8011,-105.6494,Herbaceous ,No,Yes,11.4,0.3,42,17.4,0.5,72,2.72,485
C-313219,11311,MT,47.0422,-108.8305,Planted/Cultivated,No,Yes,11.4,0.5,43,22.2,0.5,108,3.29,979
C-313232,10555,MO,37.4271,-89.9307,Planted/Cultivated,No,Yes,11.4,0.1,44,32,0.6,36,2.33,1710
C-313072,11003,MO,39.2997,-92.1851,Developed,Yes,No,11.4,0.2,44,32.3,0.6,65,2.24,1150
C-313208,10975,MO,39.7916,-94.3832,Planted/Cultivated,No,Yes,11.4,0.4,50,30.2,0.5,71,2.49,819
C-313213,11867,WA,48.6564,-120.5789,Forested,No,No,11.4,0.2,52,8.4,0.1,105,3.89,767
C-313240,10395,LA,29.9023,-90.157,Forested,No,No,11.4,0.4,53,44.2,0.7,123,2.98,699
C-313244,10651,MO,38.7692,-92.1988,Planted/Cultivated,No,Yes,11.4,0.2,53,24.8,0.6,58,2.78,869
C-313074,10235,AR,34.9726,-94.0387,Forested,No,No,11.4,0.2,57,31.9,0.8,65,3.68,2730
C-313413,11835,UT,37.5477,-112.909,Forested,No,No,11.4,0.3,94,20.9,0.1,74,4.41,1020
C-313230,10287,CA,40.97,-122.737,Forested,No,No,11.4,0.1,3850,14.4,0.2,126,9.03,2740
C-313075,9019,CO,38.3352,-108.115,Forested,No,No,11.3,0.3,31,24.5,0.3,72,2.5,1050
C-313421,10075,NV,40.8887,-118.7291,Shrubland,No,No,11.3,0.4,32,15.6,0.3,74,2.83,586
C-313287,9371,MT,48.5464,-106.3435,Herbaceous ,No,Yes,11.3,0.2,39,17.6,0.4,73,2.75,291
C-313227,9627,MT,47.5851,-109.1723,Shrubland,No,No,11.3,0.3,39,17,0.6,74,2.22,314
C-313307,9979,NE,42.2369,-96.6283,Planted/Cultivated,No,Yes,11.3,0.9,44,22.6,0.8,85,2.37,829
C-313264,9211,IA,40.7298,-93.6139,Planted/Cultivated,No,Yes,11.3,0.5,48,53.9,0.8,111,2.55,1400
C-313253,9051,IA,40.8389,-94.5436,Herbaceous ,No,Yes,11.3,0.3,50,23.2,0.6,76,3.1,1010
C-313295,9183,IA,41.4373,-94.1312,Planted/Cultivated,No,Yes,11.3,0.4,50,28.3,0.7,97,2.84,1020
C-313311,9787,NE,42.9886,-98.9557,Herbaceous ,No,Yes,11.3,0.3,51,22.9,0.8,111,3.32,6820
C-313235,10207,SD,44.6176,-101.0425,Planted/Cultivated,No,Yes,11.3,0.3,61,19.6,1.1,112,3.31,529
C-313079,10203,OK,34.0997,-96.3342,Planted/Cultivated,No,Yes,11.3,0.2,62,21.8,0.4,56,3.43,770
C-313077,9263,KY,37.5738,-83.5967,Forested,No,No,11.3,0.1,65,24.8,0.7,95,4.04,1430
C-364529,8955,CA,36.23,-120.571,Planted/Cultivated,No,Yes,11.3,0.2,94,14.4,0.2,121,4.49,892
C-313286,8239,NH,44.081,-71.8044,Forested,No,No,11.2,0.2,34,23.9,0.1,52,2.91,845
C-313228,8159,MT,48.8426,-112.3294,Planted/Cultivated,No,Yes,11.2,0.5,36,14,0.4,76,2.47,578
C-313209,8603,TX,32.6805,-98.0082,Planted/Cultivated,No,Yes,11.2,0.05,39,21,0.4,44,3.16,239
C-313407,8495,OH,39.7261,-83.2184,Planted/Cultivated,No,Yes,11.2,0.2,43,23.7,0.5,84,2.86,432
C-313267,8507,OH,41.1323,-82.9367,Planted/Cultivated,No,Yes,11.2,0.2,44,25.1,0.5,68,3.12,391
C-313236,8027,MT,45.4663,-108.0048,Shrubland,No,No,11.2,0.6,47,18.6,0.2,80,3.28,1520
C-313069,8347,NY,42.5057,-75.096,Forested,No,No,11.2,0.05,47,16.1,0.2,84,3.23,421
C-313418,8155,MT,45.6094,-108.5796,Herbaceous ,No,Yes,11.2,0.3,53,19.2,0.3,95,2.3,297
C-313214,8763,WV,39.5635,-79.9936,Herbaceous ,No,Yes,11.2,0.3,57,23.2,0.7,111,3.89,2980
C-313256,7931,MT,46.4095,-113.5134,Forested,No,No,11.2,0.3,62,16.3,0.1,64,3.12,793
C-313265,7903,CA,37.491,-121.534,Herbaceous ,No,Yes,11.2,0.1,240,18.8,0.1,140,4.33,881
C-313282,7067,CO,39.2962,-106.3259,Shrubland,No,No,11.1,1.9,19,99.2,0.3,60,1.57,406
C-313275,7131,CO,37.7448,-108.1485,Forested,No,No,11.1,0.4,20,16.4,0.4,76,1.56,660
C-313304,7771,TX,31.1989,-94.4444,Forested,No,No,11.1,0.05,34,23,0.5,28,2.51,337
C-313083,7579,NY,42.3557,-78.6793,Planted/Cultivated,No,Yes,11.1,0.5,35,27.2,1,118,2.5,2510
C-313303,7323,KY,36.527,-89.0726,Planted/Cultivated,No,Yes,11.1,0.1,39,24.6,0.5,60,2.83,1100
C-313205,7483,LA,32.5859,-91.392,Planted/Cultivated,No,Yes,11.1,0.2,39,20.1,0.3,68,2.1,282
C-313278,7739,OH,41.1697,-81.4764,Developed,Yes,No,11.1,0.3,40,48.8,0.7,103,2.39,1180
C-313242,6907,CA,34.572,-119.258,Herbaceous ,No,Yes,11.1,0.2,47,38.7,0.7,139,5.45,835
N.S.,7215,ID,45.3509,-116.3996,Herbaceous ,No,Yes,11.1,0.5,50,10.2,0.6,103,3.78,866
C-313299,7003,CA,36.5001,-117.6065,Shrubland,No,No,11.1,0.3,58,23.5,0.2,84,3.93,859
C-313249,7183,IA,41.6022,-95.9683,Planted/Cultivated,No,Yes,11.1,0.5,58,26.1,0.9,127,2.99,804
C-313411,6879,AR,35.3237,-90.5832,Planted/Cultivated,No,Yes,11.1,0.2,60,24.5,0.4,83,3,698
C-313212,6111,MI,43.2094,-83.2744,Planted/Cultivated,No,Yes,11,0.3,25,29.1,0.3,99,1.91,706
C-313314,6831,TX,32.4261,-96.9972,Planted/Cultivated,No,Yes,11,0.5,38,20.8,0.8,87,2.38,887
C-313417,6299,MT,46.6815,-108.1557,Herbaceous ,No,Yes,11,0.3,39,14.7,0.5,65,2.51,618
C-313412,5435,AZ,36.441,-113.5953,Shrubland,No,No,11,0.4,45,22.9,0.3,81,2.97,593
C-313234,6191,MT,45.4173,-107.6937,Herbaceous ,No,Yes,11,0.2,47,18.2,0.6,81,2.45,172
C-313250,6459,NH,43.3368,-72.3629,Forested,No,No,11,0.2,49,40,0.7,62,2.67,588
C-313273,5531,IA,41.1434,-94.5607,Planted/Cultivated,No,Yes,11,0.4,50,28.7,0.7,89,2.77,917
C-313266,6395,MT,46.672,-108.8594,Herbaceous ,No,Yes,11,0.5,50,20.4,0.6,99,2.75,530
C-313220,5883,KS,39.753,-95.6039,Planted/Cultivated,No,Yes,11,0.2,52,27,0.4,83,2.44,795
C-313257,6715,PA,39.8873,-78.2969,Forested,No,No,11,0.1,53,29.2,0.4,81,3.2,962
C-313251,6555,PA,40.5805,-77.7301,Planted/Cultivated,No,Yes,11,0.2,56,25.8,0.5,95,3.03,1470
C-313316,5979,LA,30.1695,-91.6861,Herbaceous ,No,Yes,11,0.4,61,22.5,0.4,105,3.56,792
C-313222,5691,IN,38.0661,-87.4459,Herbaceous ,No,Yes,11,0.05,65,19.3,0.3,96,3.41,676
C-313211,6139,MS,33.2701,-90.1011,Planted/Cultivated,No,Yes,11,0.05,70,17.5,0.3,59,3.21,565
C-313300,5275,UT,40.1003,-113.7157,Shrubland,No,No,10.9,0.3,27,28.7,0.1,47,2.15,324
C-313258,5087,MT,46.327,-111.092,Forested,No,No,10.9,0.6,33,19.2,0.1,84,2.34,1310
C-313302,4859,MT,47.6612,-104.8969,Herbaceous ,No,Yes,10.9,0.3,35,18.2,0.4,58,2.39,362
C-313243,4411,IN,39.4165,-87.0578,Planted/Cultivated,No,Yes,10.9,0.2,36,25.5,0.5,65,2.07,1290
C-313255,4251,IA,41.6897,-95.7795,Planted/Cultivated,No,Yes,10.9,0.6,38,16.5,0.4,77,2.76,1900
C-313308,4603,ME,45.3587,-68.0902,Forested,No,No,10.9,0.3,39,34.1,0.7,50,3,363
C-313298,4063,AR,35.6361,-92.3712,Developed,Yes,No,10.9,0.3,40,25.1,0.1,46,1.76,876
C-313085,5167,SD,43.6018,-97.095,Herbaceous ,No,Yes,10.9,0.4,43,17.9,0.7,65,2.76,1500
C-313082,4059,AR,35.6682,-92.1279,Forested,No,No,10.9,0.05,45,22.3,0.4,35,2.31,678
C-313280,4399,IA,41.0466,-92.18,Planted/Cultivated,No,Yes,10.9,0.2,46,22.7,0.7,71,2.58,1320
C-313274,5163,PA,41.9029,-75.9864,Forested,No,No,10.9,0.4,46,27.8,0.6,98,2.65,981
C-313402,4923,MT,47.2665,-109.0104,Planted/Cultivated,No,Yes,10.9,0.3,52,20.4,0.7,109,3.5,367
C-313080,4667,MO,38.8898,-93.5327,Herbaceous ,No,Yes,10.9,0.2,53,25.5,0.8,57,2.63,1070
C-313270,5115,OH,39.2527,-82.133,Planted/Cultivated,No,Yes,10.9,0.4,56,36.3,0.6,116,3.71,1620
C-313229,4507,IN,39.2886,-84.8989,Planted/Cultivated,No,Yes,10.9,0.2,63,28,0.5,83,4.35,670
C-313317,4955,MT,48.8805,-111.8966,Barren,No,No,10.9,0.3,72,114,0.4,127,2.94,156
C-313245,4143,CA,41.5063,-120.6322,Forested,No,No,10.9,0.2,142,6.2,0.1,65,5.4,1340
