A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-359178,12159,TX,34.3765,-100.4635,Herbaceous Upland,4.24,4.7,414,0.05,45.2,4.7,24,2.5,23.8,1.4,0.01,25,0.65,264,0.42,12.4,12.9,65.5,0.51,0.1,1.1,40
C-319949,1275,WY,41.6007,-106.7485,Shrubland,5.18,3,739,0.2,49.5,5.2,23,2.5,10.7,1.58,0.01,13,0.44,361,0.78,9.5,18.6,81.4,0.5,0.1,1.1,40
C-324011,10991,NM,34.9569,-104.6664,Herbaceous Upland,2.97,6.9,474,0.1,35.5,7.5,24,2.5,12.6,1.76,0.01,17,0.29,296,0.49,12.3,14.2,46.1,0.5,0.1,1.1,40
C-326367,8232,OK,35.6959,-98.7748,Planted/Cultivated,3.85,3.6,434,0.05,35.3,4.5,32,2.5,7,1.3,0.01,27,0.56,249,0.42,12.5,14.6,58.9,0.42,0.1,1.1,40
C-320344,7727,NV,35.7577,-115.2039,Shrubland,6.21,2.5,732,0.1,109,4.4,14,2.5,7.5,1.78,0.01,13,0.57,340,0.55,9.9,22.3,120,0.36,0.1,1.1,40
C-312426,11816,AR,36.4582,-94.3851,Developed,2.53,4.7,399,0.1,64.1,9.2,38,2.5,8.8,1.23,0.03,19,0.13,716,1.05,7.9,20.1,67.5,0.78,0.4,1.1,40
C-312429,4616,AR,36.3851,-93.6828,Developed,2.44,4.2,508,0.2,59.2,7,28,2.5,7.9,1.04,0.03,17,0.12,1010,0.79,8.7,18.5,51.9,0.65,0.3,1.1,40
C-359198,1220,TX,30.7788,-101.8439,Shrubland,3.14,5.1,301,0.2,39.1,5,21,2.5,16.7,1.43,0.01,15,0.43,304,1.41,8.7,12.6,49.8,0.65,0.3,1.1,40
C-338682,7563,SD,44.8518,-102.1095,Herbaceous Upland,4.79,5.6,603,0.1,46.5,5.4,19,2.5,7.3,1.48,0.02,18,0.4,341,0.59,10.6,11.5,63,0.62,0.3,1.1,40
C-313253,9051,UT,39.0928,-111.6714,Herbaceous Upland,2.64,5.2,244,0.2,31.7,4.9,32,2.5,14.9,1.31,0.03,19,2.72,308,0.9,8.5,12.3,50.5,0.39,0.1,1,40
C-326452,2856,OK,35.6479,-95.0449,Forested Upland,2.41,7.6,247,0.1,56.5,9.4,45,2.5,6,1.44,0.04,24,0.13,1020,0.69,15.8,18.3,35.4,0.58,0.4,1,40
C-348830,7176,IL,39.6541,-90.2838,Forested Upland,3.68,5.1,562,0.2,50.2,8.8,32,2.5,81.2,1.49,0.04,16,0.23,996,0.69,15,18.2,60.7,0.56,0.4,1,40
C-322844,1918,ND,46.064,-102.019,Planted/Cultivated,4.25,8.3,663,0.1,44.1,9.1,32,2.5,7,1.68,0.02,14,0.42,259,0.61,13,11.6,76.3,0.58,0.3,1,40
C-348961,7528,IA,43.3371,-91.6546,Planted/Cultivated,4.18,3.6,597,0.2,48.1,11.4,40,2.5,9.9,1.34,0.07,13,0.33,1040,0.65,14,16.7,54,0.42,0.3,1,40
C-314234,8972,MS,32.7932,-90.4163,Developed,3.62,3,621,0.05,68.1,9.4,25,2.5,14.1,1.1,0.03,13,0.17,883,0.47,14.3,13.1,61.6,0.57,0.1,0.9,40
C-318451,3531,WY,43.1886,-105.2663,Herbaceous Upland,3.7,3,633,0.2,58.6,6.3,29,2.5,9.7,1.24,0.01,12,0.28,231,0.48,10,17.1,81.2,0.5,0.1,0.9,40
C-313283,1883,UT,39.0514,-111.8428,Planted/Cultivated,3.3,3.7,395,0.2,34.2,5,28,2.5,12.5,1.36,0.01,39,2.07,359,0.6,7.2,10.7,57.7,0.45,0.1,0.9,40
C-348946,5656,IA,42.474,-95.7951,Planted/Cultivated,4.07,3.9,568,0.2,39.6,7,23,2.5,8,1.33,0.01,14,0.42,427,0.46,13.9,13.6,47.9,0.43,0.4,0.9,40
C-359149,8388,TX,30.0653,-102.345,Shrubland,2.49,5.9,270,0.3,35.2,4.8,7,2.5,17.9,1.14,0.02,13,0.41,334,1.01,8.7,11.8,39.6,0.67,0.2,0.9,40
C-319614,6043,CO,39.3171,-108.2732,Shrubland,4.36,2.7,526,0.2,67.4,5,12,2.5,10.8,1.64,0.005,15,0.4,382,0.59,6.9,17,59.7,0.45,0.1,0.8,40
C-337569,9134,MT,47.1963,-113.4377,Forested Upland,3.63,3.1,391,0.05,39.5,3.4,13,2.5,8.1,1.22,0.02,26,0.39,387,0.33,6.8,10.8,55.1,0.37,0.1,0.8,40
C-313258,5087,UT,39.0379,-113.7655,Shrubland,2.93,6.5,302,0.5,34.8,5.3,23,2.5,8.7,1.23,0.01,21,1.19,252,11.9,12.3,12.3,51.9,0.97,0.3,0.8,40
C-353759,5996,TN,36.4998,-83.5719,Forested Upland,0.8,1.7,232,0.2,15.2,12.8,14,2.5,11.1,0.39,0.18,8,0.13,3030,0.56,7.8,17.2,13.2,0.36,0.5,0.7,40
C-355177,12661,WI,44.9799,-89.7503,Planted/Cultivated,2.55,1.8,345,0.2,26.6,3.6,11,2.5,10.3,0.99,0.02,7,0.14,414,0.43,5.9,10.1,48.9,0.28,0.1,0.6,40
C-337577,9838,MT,48.9175,-109.4041,Barren,4.92,5.4,766,0.1,41.7,5.6,20,2.5,12,1.27,0.01,15,0.27,303,0.52,8.7,11.3,52.2,0.46,0.3,0.6,40
C-300043,7017,ME,43.2012,-70.6204,Forested Upland,4.23,4.4,233,0.1,31.5,1.7,15,2.5,5.3,1.74,0.15,10,0.18,346,2.49,5.4,66.7,74.4,0.51,0.7,3.9,39
C-327824,12920,OK,34.6973,-98.7551,Planted/Cultivated,4.17,2.9,325,0.05,74.3,3.3,17,2.5,5.2,1.21,0.005,16,0.16,183,0.77,6.5,9.3,113,0.33,0.1,2.7,39
C-300463,2345,VT,44.4498,-71.6768,Forested Upland,4.38,3.7,440,0.2,29.4,3.5,33,2.5,9.1,1.93,0.07,12,0.36,323,0.59,8.1,37.3,49.9,0.3,0.5,2.7,39
C-335182,9678,ID,44.7738,-113.7267,Shrubland,6.65,2.9,516,0.1,78.2,8,30,6,8.9,3.32,0.02,21,1.27,437,0.72,10.1,7.9,138,0.63,0.1,2.1,39
C-352706,9463,AZ,34.1119,-112.936,Shrubland,5.61,2.6,715,0.05,89.8,6.7,20,2.5,14.3,1.93,0.01,19,0.38,449,0.49,9.6,24.9,212,0.46,0.1,1.8,39
C-322898,3611,NE,41.3361,-102.3742,Shrubland,5.28,3.1,753,0.05,59.4,5.1,7,2.5,9.5,1.52,0.005,27,0.63,293,0.64,7.8,18.2,94.7,0.45,0.1,1.6,39
C-349938,684,OH,38.7885,-83.1691,Forested Upland,2.99,8.1,280,0.1,48.4,5.2,31,2.5,7.1,1.29,0.1,25,0.15,228,0.72,8.8,26.6,53.4,0.58,0.8,1.6,39
C-320930,6644,DE,39.0333,-75.4846,Planted/Cultivated,3.66,4.9,563,0.1,69.8,4.4,23,2.5,6.6,1.32,0.03,14,0.15,294,0.59,9.6,22.1,64.2,0.28,0.2,1.5,39
C-311245,1160,MO,38.0613,-92.4946,Planted/Cultivated,3.81,7.7,415,0.3,81.6,29,42,2.5,14.4,2.1,0.04,20,0.34,1720,1.32,16,41,58.7,1.14,0.5,1.4,39
C-319692,11419,CO,37.587,-108.917,Shrubland,4.63,4.5,515,0.1,54.9,7.1,21,2.5,14,1.77,0.01,26,0.56,375,0.51,11.7,17,79.4,0.52,0.1,1.3,39
C-351549,7863,AZ,32.5669,-111.758,Shrubland,6.14,5.4,977,0.1,59.5,5.2,17,5,18.2,1.81,0.01,19,0.47,361,0.61,11.1,22.8,106,1.46,0.1,1.2,39
C-335177,9359,ID,42.6229,-113.4856,Shrubland,4.06,3.8,551,0.2,50.1,5.9,22,2.5,10.8,1.55,0.01,19,0.51,394,0.55,16,13.8,60.4,0.44,0.1,1.2,39
C-328413,9516,SC,33.7993,-80.2673,Planted/Cultivated,1.53,1.4,43,0.05,25,1.1,6,2.5,6.3,0.33,0.03,7,0.05,75,0.51,4.5,10.4,4.9,0.24,0.1,1.2,39
C-311279,2184,MO,38.0548,-91.4892,Planted/Cultivated,3.44,11.5,489,0.1,68.5,16.8,41,2.5,11.8,2.04,0.03,18,0.29,947,1.2,11.9,31.7,61.3,0.99,0.5,1.2,39
C-318436,10171,WY,42.097,-109.0075,Shrubland,4.99,6.3,733,0.2,67.6,5.8,36,2.5,10.6,1.71,0.02,14,0.53,555,0.79,12.8,17.9,79.7,0.65,0.2,1.2,39
C-359116,4735,TX,34.4465,-101.0285,Herbaceous Upland,3.76,4.3,567,0.1,35,5.7,17,2.5,21.4,1.39,0.005,26,1.45,358,0.45,11.3,11.7,63.5,0.52,0.1,1.1,39
C-313085,5167,UT,39.2891,-112.4188,Herbaceous Upland,3.74,4,420,0.05,38,8,23,2.5,10.5,2.02,0.005,21,1.08,379,0.47,14.5,9.2,59.5,0.35,0.1,1.1,39
C-311250,10376,MO,38.2251,-91.7151,Planted/Cultivated,4.09,10.3,566,0.05,62.3,20.4,39,2.5,10.6,1.93,0.04,19,0.25,1220,1.16,11.9,30,55.6,0.98,0.4,1.1,39
C-311248,5896,MO,37.2056,-93.1915,Planted/Cultivated,3.14,5.1,469,0.2,79.7,26.7,41,2.5,13,1.58,0.03,18,0.14,1820,0.91,12.9,29.1,57.5,0.83,0.4,1.1,39
C-337931,3262,MT,45.1803,-104.9163,Herbaceous Upland,4.74,6.6,630,0.1,55.7,6.3,24,2.5,7.8,1.63,0.01,20,0.39,308,0.7,10.4,12.3,80.8,0.76,0.4,1.1,39
C-328205,976,GA,32.7967,-84.2864,Forested Upland,4.72,1.3,435,0.05,96,21.2,26,2.5,17.3,2.64,0.04,11,0.19,1490,0.38,13.6,20.2,57.3,0.17,0.4,1.1,39
C-311242,6792,MO,39.6738,-92.6189,Herbaceous Upland,2.95,4.2,322,0.2,47.2,6.6,30,2.5,8.9,1.3,0.03,14,0.13,411,0.76,6.9,28.2,48.6,0.62,0.3,1.1,39
C-325755,6891,NM,36.0922,-103.2233,Shrubland,3.03,4.1,577,0.3,34,5.1,19,2.5,10,1.2,0.02,14,0.38,215,0.38,9.4,12.5,53.3,0.55,0.1,1,39
C-322914,10779,NE,41.1267,-100.2664,Planted/Cultivated,4.45,2.8,705,0.1,67.8,4.6,15,2.5,6.4,1.03,0.005,13,0.29,179,0.43,6.7,13.9,75.9,0.49,0.1,1,39
C-358482,10487,CA,33.9557,-114.8651,Shrubland,6.77,2.2,958,0.05,52.1,4.5,11,2.5,18.5,1.63,0.01,14,0.44,247,0.65,6.6,29.9,95.8,0.39,0.1,1,39
C-311261,11016,MO,37.1178,-93.9477,Developed,2.77,8.9,500,0.2,75.1,20.9,45,2.5,13.6,2.19,0.02,16,0.16,1390,1.32,9.1,33.6,56.3,0.97,0.4,1,39
C-350416,8108,KY,37.2178,-85.6487,Planted/Cultivated,2.82,7.8,265,0.05,57.8,9.6,38,2.5,8.6,1.57,0.03,22,0.14,552,0.98,9.5,16.2,53.3,0.56,0.4,1,39
C-313248,3227,UT,37.7639,-109.7709,Forested Upland,3.53,5.5,394,0.2,50.9,8.1,29,2.5,15.7,1.65,0.03,25,0.38,739,5.29,12.8,17.8,62.1,0.83,0.2,1,39
C-313308,4603,UT,40.2648,-109.1021,Herbaceous Upland,3.89,3.9,533,0.2,57.3,5.2,33,2.5,9.7,1.32,0.01,16,0.52,295,1.04,9,14.6,71.5,0.61,0.1,0.9,39
C-357362,6428,TX,28.8242,-99.4298,Herbaceous Upland,2.11,4.4,209,0.1,34.7,5,14,2.5,6.6,1.36,0.01,17,0.18,166,0.6,8,12.7,36.7,0.56,0.1,0.9,39
C-313241,2459,UT,39.1974,-110.0761,Shrubland,2.86,6.1,266,0.2,41.5,4.5,37,2.5,8.4,1.08,0.02,16,0.77,123,0.88,11.8,12.6,53.9,0.39,0.1,0.9,39
C-339045,2091,AZ,36.4215,-109.7194,Shrubland,3.36,3.4,456,0.05,31.4,4.2,10,2.5,16.7,1.07,0.01,19,0.7,212,0.45,7.2,12.4,64.7,0.36,0.1,0.9,39
C-348839,7156,IL,39.4717,-88.1873,Planted/Cultivated,2.65,3.7,377,0.1,28.1,5.2,24,2.5,8.2,1.01,0.02,12,0.59,385,0.56,8.9,21.2,53.7,0.31,0.1,0.9,39
C-350924,9004,NC,35.8765,-80.4729,Forested Upland,4.29,1.4,1420,0.05,19.9,6.2,31,2.5,9,1.13,0.1,7,0.2,1020,0.32,16.7,44.9,65.7,0.27,0.4,0.9,39
C-311305,3400,MO,37.5202,-91.2029,Planted/Cultivated,2.23,3.5,300,0.2,51.1,8.2,35,2.5,10.9,1.02,0.04,14,0.12,973,0.71,8.8,32.3,40.3,0.56,0.3,0.9,39
C-339044,2011,AZ,36.5836,-111.6553,Shrubland,3.03,6.8,385,0.3,40.6,5.5,26,2.5,13.8,1.27,0.02,18,1.81,350,0.54,11.8,14.8,58.4,0.5,0.2,0.9,39
C-323497,9369,ND,47.799,-98.2459,Planted/Cultivated,4.17,6.7,529,0.3,39.6,8.3,29,2.5,11.4,1.75,0.03,17,1.14,732,0.63,18.2,11.7,53.5,0.56,0.1,0.8,39
C-321844,11646,ND,46.6787,-100.5266,Herbaceous Upland,4.32,5.5,706,0.1,38.7,6.9,19,2.5,6.4,1.16,0.01,13,0.32,191,0.46,12,9.2,63.2,0.54,0.1,0.8,39
C-352647,12012,TN,35.0677,-86.0495,Forested Upland,2.85,4.8,239,0.05,38.2,4.8,30,2.5,8.3,1.19,0.09,16,0.16,569,0.79,9,18.7,33.8,0.43,0.7,0.8,39
C-337623,11374,MT,47.9756,-108.1159,Herbaceous Upland,3.86,5,488,0.2,53,7.2,25,2.5,11.8,1.48,0.02,15,0.32,311,0.85,12.5,11.2,57,0.63,0.3,0.8,39
C-355140,7733,WI,46.0547,-90.047,Forested Upland,2.6,2.2,419,0.1,24.7,5.3,19,2.5,9.1,1.92,0.02,8,0.23,522,0.37,8.7,11.8,60.4,0.32,0.1,0.7,39
C-350642,8924,VA,37.5911,-79.7246,Forested Upland,1.35,4.3,193,0.05,56.7,9,20,2.5,7.2,0.88,0.05,14,0.1,2350,0.58,7.3,74.4,19.1,0.33,0.4,0.6,39
C-354755,12112,MI,42.2017,-84.6861,Planted/Cultivated,2.25,5.3,281,0.1,27.9,5.1,15,2.5,8,1.36,0.02,11,0.17,721,0.72,10.7,12.9,40.4,0.36,0.3,0.6,39
C-352639,6124,TN,35.0173,-87.2535,Forested Upland,1.58,2.7,253,0.1,30.6,2.2,20,2.5,7.1,0.49,0.07,18,0.12,648,0.32,13.6,11.1,22.3,0.28,0.3,0.6,39
C-338398,12953,MN,45.3501,-95.7481,Planted/Cultivated,3.6,3,423,0.2,25.6,3.9,20,2.5,8.6,1.07,0.01,11,0.35,532,0.24,9.4,11.2,40.4,0.28,0.4,0.5,39
C-313213,11867,UT,39.6774,-111.2573,Forested Upland,1.78,2.5,193,0.6,22.5,4.1,21,2.5,7.7,1.19,0.01,14,0.15,301,0.43,7,11.5,34.6,0.38,0.1,0.4,39
C-327833,8568,OK,34.7361,-98.5222,Shrubland,4.37,3.3,585,0.1,67.5,5.2,21,2.5,9.3,1.67,0.02,15,0.2,351,0.69,7.1,15.2,89.8,0.41,0.1,2.3,38
C-328216,11472,GA,34.2618,-83.7891,Forested Upland,5.03,3.8,320,0.05,29.8,9.8,49,2.5,23.1,2.99,0.04,18,0.18,421,0.76,17.7,19.2,71.8,0.17,0.4,1.9,38
C-328418,11564,SC,34.9453,-82.4547,Planted/Cultivated,7.18,2.8,659,0.05,137,3.8,42,2.5,19.7,3.2,0.03,13,0.14,315,1.74,13.1,20.6,55.8,0.22,0.5,1.8,38
C-319645,939,CO,39.1815,-106.0438,Forested Upland,4.88,3,538,0.2,60.3,5.4,17,2.5,10.7,1.33,0.01,21,0.27,469,0.63,7.5,28.2,133,0.36,0.1,1.6,38
C-326150,12500,NM,34.8331,-108.6391,Shrubland,4.43,5.6,486,0.2,57.5,7,18,2.5,13.5,1.78,0.02,20,0.37,351,0.73,9,17.8,74.8,0.75,0.1,1.5,38
C-320472,4911,NV,36.4474,-116.4228,Shrubland,6.76,5.3,793,0.1,99.5,3.5,9,2.5,5.7,1.34,0.01,51,0.8,395,1.04,4.7,21.7,113,0.7,0.1,1.5,38
C-354770,833,MI,46.034,-86.5635,Forested Upland,3.52,3.1,519,0.3,21.6,2.7,15,2.5,5.3,1.14,0.11,9,0.22,257,0.64,5.5,24.8,62.7,0.44,0.5,1.4,38
C-318512,3259,WY,43.1139,-107.7203,Shrubland,5.46,3.3,832,0.2,51.2,5.4,31,2.5,10.8,1.27,0.005,15,0.42,295,0.51,11.6,19.8,91.2,0.4,0.1,1.3,38
C-319570,11691,CO,38.8241,-102.9047,Herbaceous Upland,4.22,3.4,733,0.2,51.6,3.9,13,2.5,8.2,1.33,0.01,11,0.24,281,0.62,6.6,22.2,97.1,0.38,0.1,1.3,38
C-328206,4960,GA,33.572,-82.9533,Developed,9.79,2.4,919,0.05,20.6,6.7,20,2.5,35.2,3.72,0.07,16,0.33,74,0.83,16.2,18.8,99.7,0.25,0.7,1.3,38
C-312437,10380,AR,34.9936,-91.7811,Planted/Cultivated,4.12,6.8,246,0.05,63.4,8.8,52,2.5,12.3,2.47,0.02,22,0.25,147,0.96,16.2,20.1,58.1,0.81,0.3,1.3,38
C-326085,10388,NM,34.3323,-108.1431,Herbaceous Upland,4.86,4.3,677,0.1,49.7,6.8,16,2.5,14.3,1.69,0.01,18,0.43,305,0.49,8.3,19.5,90.4,1.38,0.1,1.2,38
C-326140,12607,NM,34.3027,-104.9341,Shrubland,3.2,4.5,391,0.2,48.4,5.6,15,2.5,15.4,1.45,0.02,16,0.39,234,0.47,10.9,11.1,60.5,0.53,0.1,1.2,38
C-355108,3637,WI,46.5055,-90.8328,Forested Upland,3.98,1.8,459,0.05,35.1,7,27,2.5,20.2,2.06,0.01,12,0.52,300,0.43,14.5,12.4,76.3,0.36,0.1,1.2,38
C-311295,5000,MO,40.0258,-93.3439,Planted/Cultivated,4,7.9,518,0.1,65.2,9.7,43,2.5,14.4,1.83,0.02,19,0.29,597,0.88,14.5,21.1,64.7,0.95,0.5,1.2,38
C-327693,7508,NM,32.686,-107.1609,Shrubland,4.37,6.1,693,0.1,50.1,5.7,13,2.5,13.8,1.64,0.005,25,0.68,252,0.63,12.1,14.7,73.4,0.68,0.1,1.1,38
C-313244,10651,UT,39.4124,-110.4867,Shrubland,3.24,3.7,366,0.2,41,4,23,2.5,9.3,1.22,0.005,15,0.73,182,0.92,7.4,12.7,55.3,0.59,0.1,1.1,38
C-324014,12783,NM,32.2423,-104.9294,Shrubland,3.48,2.3,457,0.2,34,4.1,22,2.5,9.7,1.33,0.01,15,1.37,238,0.55,7.9,14.2,67.9,0.53,0.1,1.1,38
C-323849,12948,NM,33.2109,-106.0461,Shrubland,3.93,4.2,462,0.1,49.1,5.9,25,2.5,13,1.64,0.005,20,0.41,301,0.42,12,12.6,60.3,0.53,0.1,1.1,38
C-313317,4955,UT,38.8096,-111.6932,Forested Upland,3.67,3.6,310,0.2,44.9,5.5,36,2.5,16.4,1.41,0.01,20,0.44,419,0.55,10.6,13.5,72.9,0.47,0.1,1.1,38
C-326205,12180,NM,33.7443,-108.9327,Forested Upland,5.92,1.9,640,0.05,35.6,4.1,21,5,9.4,1.67,0.005,22,0.23,346,0.53,6.7,14.1,125,0.37,0.1,1.1,38
C-300022,2409,CT,41.7146,-72.5546,Planted/Cultivated,4.75,3.2,302,0.1,61.2,3.9,24,2.5,15.7,1.85,0.12,14,0.31,503,0.5,9.7,22.3,47.5,0.21,0.4,1.1,38
C-359173,11583,TX,32.6228,-101.0206,Herbaceous Upland,3.91,4.8,392,0.2,56.4,5.9,20,2.5,20.4,1.54,0.01,16,0.39,512,0.74,11.2,15.2,70.9,0.57,0.2,1.1,38
C-339038,943,AZ,36.1275,-111.6719,Shrubland,3.18,8.3,365,0.1,46.8,5.7,21,5,13.3,1.48,0.02,17,0.66,286,0.88,12.4,12.1,58,0.61,0.1,1,38
C-313286,8239,UT,38.4415,-113.4741,Shrubland,3.44,3.9,377,0.3,45.8,5.9,30,2.5,10.1,1.65,0.02,24,3.06,474,0.76,7.7,15.1,56.3,0.55,0.1,1,38
C-306811,6600,NE,42.2951,-99.6848,Planted/Cultivated,4.64,3.1,687,0.2,50.1,4.4,19,2.5,7.7,1.11,0.01,13,0.27,238,0.45,7.5,16,78.1,0.45,0.1,1,38
C-353846,13164,TN,36.1389,-83.9903,Forested Upland,2.2,3.7,99,0.1,34,5.3,17,2.5,6.6,1.37,0.15,14,0.16,187,0.54,10.7,18.2,27.7,0.39,0.9,1,38
C-354806,5456,MI,43.675,-83.1532,Planted/Cultivated,3.33,3.9,383,0.2,34.4,6.1,19,2.5,7.9,1.47,0.02,19,0.33,182,0.97,11.5,14.3,67,0.32,0.2,1,38
C-314212,7948,MS,34.1911,-89.2769,Planted/Cultivated,2.59,2.4,344,0.05,44,7.4,29,2.5,16.9,1.5,0.03,10,0.11,597,0.77,13.2,16.3,37.4,0.5,0.1,0.9,38
C-354781,1872,MI,41.9004,-85.4589,Planted/Cultivated,2.66,3.7,342,0.1,23.1,5.5,16,2.5,5.7,1.54,0.02,9,0.24,418,0.89,9.6,11.9,41.1,0.35,0.1,0.9,38
C-338272,6005,MN,48.4323,-92.8506,Forested Upland,2.83,2.3,419,0.3,15.5,3.5,20,2.5,8.9,0.75,0.15,5,0.17,149,1.09,9.8,37.4,39.8,0.44,0.7,0.9,38
C-352625,60,TN,35.215,-88.3953,Planted/Cultivated,3.43,7.5,401,0.05,70.2,5.8,29,2.5,8.9,1.48,0.03,23,0.15,590,0.77,10.1,14.4,45.2,0.52,0.4,0.9,38
C-359213,3567,TX,31.7683,-103.3275,Shrubland,2.08,3.1,275,0.1,27,2.6,10,2.5,25.6,0.92,0.01,11,0.2,153,0.44,5.5,10.1,38.9,0.43,0.1,0.8,38
C-337062,5900,MS,34.6704,-89.6252,Developed,3.34,7,340,0.05,42.9,5.3,23,2.5,13.2,1.69,0.03,16,0.23,280,0.54,12.8,12.9,45.8,0.39,0.1,0.8,38
C-318449,8635,WY,43.6602,-109.3765,Shrubland,6.46,2.5,949,0.2,80.5,10.7,52,2.5,11.4,1.82,0.01,9,0.37,595,0.5,15.5,26.7,71.9,0.32,0.1,0.8,38
C-328315,7776,SC,34.0366,-82.1899,Planted/Cultivated,1.61,1.1,73,0.05,23.9,3.5,17,2.5,10.8,1.18,0.03,4,0.07,398,1.09,5.2,8.8,12.2,0.2,0.1,0.8,38
C-314058,204,LA,30.5129,-90.773,Herbaceous Upland,2.55,6.1,271,0.3,57,8.8,37,2.5,9.4,1.41,0.08,13,0.11,2160,1.08,12.7,22.5,33.6,0.56,0.7,0.8,38
C-312416,12808,AR,36.2036,-94.0901,Developed,1.8,11.6,298,0.05,55.9,9.6,74,2.5,9.5,1.89,0.02,14,0.1,752,1.14,10.4,19.7,43.9,1.15,0.2,0.8,38
C-354722,8309,MI,45.9411,-88.0552,Forested Upland,3.66,2.1,557,0.3,26.1,4.3,23,2.5,11.7,1.65,0.03,10,0.28,639,0.44,8.5,15.6,56.2,0.29,0.2,0.8,38
C-301210,2904,NE,42.4931,-98.5747,Planted/Cultivated,4.47,3.4,813,0.2,40.6,5.4,14,2.5,8.7,0.95,0.01,12,0.19,223,0.57,16,22,82.1,0.32,0.1,0.7,38
C-328942,9424,AL,34.5908,-87.3118,Forested Upland,1.15,1.4,98,0.05,18.2,1.6,24,2.5,6,0.55,0.03,7,0.04,150,0.35,3.7,12.9,11.2,0.31,0.1,0.7,38
C-354759,12880,MI,42.2673,-84.101,Herbaceous Upland,3.38,2.9,365,0.2,22,4.4,15,2.5,7,1.36,0.01,10,0.28,219,1.56,10.7,12.6,47,0.28,0.1,0.7,38
C-338692,12377,SD,45.8533,-97.6215,Herbaceous Upland,3.58,6.1,510,0.3,30.9,6.5,24,2.5,10.8,1.42,0.04,17,1.01,745,0.56,19.4,11.1,43.6,0.58,0.3,0.7,38
C-359192,239,TX,32.6677,-103.0472,Planted/Cultivated,1.65,7.4,220,0.05,15.9,1.9,9,2.5,38.2,0.75,0.01,14,0.15,84,0.29,5.1,9.1,27,0.46,0.1,0.6,38
C-359209,2943,TX,33.3732,-101.3843,Herbaceous Upland,1.91,12.4,331,0.2,26.5,4.5,15,2.5,36,1.2,0.01,11,0.24,401,0.77,6.9,11.8,32.9,0.45,0.1,0.6,38
C-354761,13136,MI,42.0627,-85.4729,Planted/Cultivated,2.93,2.7,437,0.2,41.4,5.1,19,2.5,6.4,1.22,0.02,11,0.21,708,0.62,9.8,13.3,50.4,0.3,0.2,0.6,38
C-343411,10415,AZ,34.8548,-114.0205,Shrubland,6.28,1.6,863,0.05,113,6.2,24,2.5,8.3,3.29,0.01,10,0.38,355,0.86,7.7,21.2,103,0.23,0.1,4.7,37
C-355866,2655,CA,38.453,-122.8256,Planted/Cultivated,4.36,5.3,358,0.05,28.8,21.9,148,2.5,15.3,1.76,0.17,21,0.3,897,0.34,46.8,19.6,33.5,0.68,0.1,2.3,37
C-357614,9656,TX,31.2396,-99.377,Planted/Cultivated,3.48,8.1,231,0.3,43.8,7.6,25,2.5,13.7,1.67,0.02,21,0.95,519,0.45,15.3,13.9,65.8,0.6,0.2,2.3,37
C-351836,5332,AZ,34.7906,-109.8947,Herbaceous Upland,5.09,2.7,1250,0.05,57.1,7.3,14,6,24.1,2.54,0.01,22,0.43,319,0.79,7.6,21.3,63.9,1.22,0.1,2,37
C-299949,10729,ME,45.9859,-69.4812,Forested Upland,4.25,4.3,250,0.2,47.9,5.4,52,2.5,7.2,1.77,0.1,17,0.47,170,0.43,15.6,19.8,61.4,0.46,0.1,2,37
C-351846,7380,AZ,34.5154,-109.7206,Shrubland,4.49,4.9,411,0.1,54.3,8.1,29,6,21,2.57,0.02,29,0.59,315,0.67,13.4,22.2,53.8,0.91,0.1,1.8,37
C-300012,9513,ME,44.3935,-70.9711,Forested Upland,5.38,1.7,320,0.2,46.7,7,24,2.5,18.7,2.07,0.02,19,0.51,761,0.65,12.2,27.8,93.3,0.18,0.1,1.8,37
C-328209,7276,GA,34.2749,-83.2362,Planted/Cultivated,6.23,6.8,225,0.05,87,4.4,34,2.5,29.2,3.33,0.02,27,0.09,362,2.55,11.3,15.3,61.5,0.27,0.5,1.5,37
C-314065,5452,LA,31.3225,-92.5636,Planted/Cultivated,3.83,4,339,0.1,79.2,5.2,31,2.5,13.1,1.36,0.005,23,0.58,275,0.41,12.1,17.5,63.8,0.43,0.2,1.5,37
C-351817,3348,AZ,31.968,-110.425,Developed,6.8,4,535,0.05,48.2,3.9,9,19,12.3,1.43,0.01,34,0.23,448,0.54,5,28.2,283,0.46,0.1,1.4,37
C-318591,7611,WY,43.26,-108.4483,Shrubland,4.5,3.1,633,0.1,55.5,6.4,30,2.5,9.2,1.62,0.01,17,0.74,352,0.38,14.1,16.2,79.9,0.44,0.1,1.3,37
C-326383,4056,OK,36.0489,-99.9234,Herbaceous Upland,3.94,5.8,650,0.1,61.9,6.6,29,2.5,9.1,1.84,0.01,33,1.5,427,0.87,11.2,14.9,69.8,0.57,0.2,1.3,37
C-351569,951,AZ,32.8819,-113.0651,Shrubland,5.21,8.6,730,0.1,64.1,8.4,22,2.5,18,2.05,0.01,17,0.79,396,0.7,15.2,17.7,78.3,0.62,0.1,1.2,37
C-313314,6831,UT,37.2233,-112.1191,Herbaceous Upland,4.92,3.9,439,0.05,40.9,6.2,29,6,14.1,1.62,0.01,35,1.58,425,0.42,10.6,14.5,86.9,0.5,0.1,1.2,37
